trt,Y,X1,X2,X3,X4,X5,X6,E1,E2,E3,Y0,Y1,trueGrp,estGrp,mmt
0,-6.151,0.338,-0.098,1.82,0.975,0.452,-0.399,0,0,1,-6.151,-4.32,1,2,0.946
0,-5.505,0.936,0.433,-1.727,0.28,-0.804,0.6,0,1,1,-5.505,-1.417,5,5,5.062
1,-3.178,0.492,-0.355,0.499,-0.673,0.482,1.247,0,0,1,-4.711,-3.178,1,1,0.895
1,-5.552,0.069,-2.031,-0.619,-1.316,-0.422,-0.777,1,0,1,-7.954,-5.552,2,2,1.904
0,-5.748,-0.31,0.448,-1.239,-1.859,-0.378,0.629,1,1,0,-5.748,5.34,10,9,9.77
1,-4.672,0.249,-0.623,-1.647,0.794,0.545,0.808,1,0,1,-6.506,-4.672,2,2,1.884
1,-0.142,-2.121,-0.324,0.394,-0.705,1.609,1.617,0,1,1,-5.793,-0.142,5,5,5.041
0,-5.431,0.448,0.573,-0.304,0.569,-1.268,0.501,0,0,1,-5.431,-3.459,1,1,0.906
1,-0.545,-1.053,-0.47,-1.673,0.601,0.435,0.615,0,1,1,-5.398,-0.545,5,5,5.053
0,-3.222,-1.219,-0.367,0.132,-2.374,0.165,1.249,0,0,0,-3.222,3.435,5,4,4.788
1,1.846,-0.429,-0.444,0.343,-0.754,0.488,-0.581,1,0,0,-4.498,1.846,6,7,5.824
0,-8.396,-1.082,-1.397,-0.647,-0.106,-0.311,-2.93,0,1,1,-8.396,-2.891,5,5,5.023
0,-5.039,-0.029,-0.573,-0.318,0.439,0.536,-0.746,0,0,0,-5.039,0.761,5,4,4.845
1,-1.09,0.748,1.604,-0.658,0.994,-1.722,1.51,1,1,1,-3.927,-1.09,6,7,6.041
1,3.129,-0.363,-1.564,0.36,0.494,-2.624,2.311,0,0,0,0.961,3.129,5,3,4.689
1,0.139,-0.277,-0.454,-0.517,-0.046,0.135,1.011,1,1,1,-4.068,0.139,6,7,6.067
1,-0.663,0.706,-0.164,1.377,0.485,2.19,-0.142,0,1,1,-3.036,-0.663,5,6,5.225
0,-3.558,0.331,-1.766,1.266,0.972,-0.341,1.188,1,0,0,-3.558,2.427,6,6,5.726
0,-7.987,-0.303,-1.261,-0.837,0.763,0.353,-1.256,1,1,1,-7.987,-2.179,6,8,6.171
1,-3.207,1.067,-1.213,-2.135,1.55,1.14,1.585,0,0,1,-5.025,-3.207,1,1,0.771
1,2.194,0.108,1.577,-2.308,-3.046,0.314,1.964,0,0,0,-0.03,2.194,5,3,4.596
0,-7.705,-0.903,1.334,-1.311,-1.078,-0.85,-1.135,1,0,1,-7.705,-6.037,2,3,1.918
0,-4.652,-0.495,0.189,-0.811,0.194,0.679,-0.172,0,0,0,-4.652,1.18,5,4,4.818
1,-2.903,0.349,0.879,0.697,0.534,1.042,0.941,0,0,1,-4.613,-2.903,1,1,0.873
0,-6.973,1.267,-1.012,1.528,0.327,-0.399,-1.231,1,0,0,-6.973,-1.928,6,6,5.775
1,1.431,-0.592,1.129,0.967,0.713,-1.483,1.538,1,0,0,-3.596,1.431,6,6,5.739
0,-6.294,-2.283,0.415,0.278,0.431,-1.551,-1.415,0,1,1,-6.294,-1.215,5,6,5.156
0,-2.288,-0.94,0.902,1.362,0.283,0.218,0.198,0,1,0,-2.288,5.766,9,8,8.947
0,-4.383,0.662,-0.195,-0.476,0.914,-1.28,0.582,1,0,0,-4.383,1.729,6,6,5.784
0,-5.735,-1.222,0.416,-0.501,-0.466,-0.278,-0.616,1,0,0,-5.735,-0.282,6,7,5.81
0,-3.848,0.595,-0.885,0.664,1.175,0.655,1.131,1,0,0,-3.848,1.925,6,6,5.776
1,-0.831,-0.762,0.166,0.919,0.012,0.694,-0.404,1,0,0,-5.085,-0.831,6,7,5.803
0,-4.404,1.311,-0.846,-0.358,0.03,2.144,0.46,0,1,0,-4.404,4.142,9,9,9.097
1,-0.685,0.224,0.021,1.472,0.603,0.007,-0.968,1,0,0,-5.624,-0.685,6,6,5.769
1,-7.035,-0.717,0.695,0.186,0.189,-0.224,-1.435,1,0,1,-7.148,-7.035,2,3,1.942
0,-2.905,-0.595,1.257,-0.004,-1.418,1.102,-0.043,0,1,0,-2.905,6.204,9,8,8.811
1,6.689,0.279,-0.359,0.954,0.326,0.096,-0.244,0,1,0,-6.042,6.689,9,9,9.024
0,-6.69,-0.658,-0.329,0.295,0.103,0.007,-2.826,1,0,0,-6.69,-2.834,6,6,5.677
0,-5.888,-0.175,-0.268,-0.37,-1.28,-0.449,-0.489,0,0,1,-5.888,-4.798,1,2,0.94
0,-2.48,1.561,-1.652,-0.851,0.128,0.607,0.767,0,0,0,-2.48,1.474,5,4,4.779
1,4.243,1.819,1.162,0.313,-0.029,-0.321,-1.588,0,1,0,-4.388,4.243,9,9,9.025
0,-4.877,-2.029,1.422,-1.375,-1.737,-0.88,0.55,1,1,0,-4.877,5.505,10,9,9.767
0,-6.635,1.061,1.366,-0.49,-1.165,0.149,-0.361,0,1,1,-6.635,-2.559,5,5,4.93
1,-1.619,0.609,-2.306,1.596,-1.309,0.009,0.069,0,1,1,-5.181,-1.619,5,5,4.93
0,-1.136,0.821,-0.28,-0.386,-1.41,-0.279,1.861,1,1,0,-1.136,6.351,10,9,9.658
1,-3.157,0.473,-0.138,-1.033,-1.236,1.033,0.238,0,0,1,-6.018,-3.157,1,1,0.896
1,1.494,2.505,-0.327,-0.066,-1.086,0.579,0.742,1,1,1,-5.614,1.494,6,7,5.894
0,-4.332,-1.136,0.267,0.305,-1.017,-0.772,-0.484,0,1,0,-4.332,4.803,9,8,8.883
0,-6.326,-1.777,0.429,-2.094,0.087,0.493,-0.339,1,0,1,-6.326,-4.791,2,2,1.875
1,0.305,-0.506,-0.816,0.629,-0.133,1.035,-0.676,0,0,0,-5.497,0.305,5,4,4.838
1,-6.007,0.461,0.819,0.232,-0.787,0.056,0.341,1,0,1,-6.74,-6.007,2,3,1.92
1,-4.662,0.928,0.338,0.458,0.715,-0.542,1.329,1,0,1,-5.376,-4.662,2,2,1.883
0,-6.166,-0.864,-0.663,-0.622,-0.031,-0.46,0.636,0,0,1,-6.166,-2.778,1,1,0.893
1,-2.759,0.22,1.536,0.269,-1.292,0.641,-2.243,1,1,1,-9.524,-2.759,6,7,5.909
0,-4.43,0.226,0.952,-0.637,1.049,0.102,0.057,0,1,1,-4.43,-2.033,5,5,5.12
0,-1.274,-0.492,1.039,-1.424,-1.086,-0.838,2.688,0,0,0,-1.274,3.463,5,3,4.569
0,-6.642,-0.655,1.928,2.09,0.528,0.232,-1.521,1,0,0,-6.642,0.969,6,6,5.757
0,-5.142,-0.747,0.203,0.432,0.757,0.003,-0.927,0,0,1,-5.142,-6.259,1,1,0.928
0,-6.466,-1.118,-0.065,1.146,-1.019,-2.564,-0.112,1,1,1,-6.466,-1.142,6,7,5.962
0,-5.97,-0.109,-0.011,0.703,0.1,0.063,1.336,1,0,1,-5.97,-4.355,2,2,1.889
1,-4.943,0.234,0.672,-1.28,0.099,-0.758,-1.85,1,0,1,-9.075,-4.943,2,3,1.961
1,3.713,0.227,-0.043,-0.259,1.288,0.282,-1.274,0,1,0,-5.695,3.713,9,9,9.049
0,-5.173,-1.947,-0.234,0.398,1.868,1.748,-0.987,0,0,0,-5.173,1.834,5,4,4.803
1,-4.962,0.491,-1.778,0.268,0.399,-0.525,0.513,0,0,1,-4.119,-4.962,1,1,0.884
0,-7.552,1.351,-0.118,0.427,0.382,0.857,0.212,1,1,1,-7.552,0.549,6,8,6.086
1,-0.146,-1.025,0.462,-1.202,0.875,-0.921,-0.539,0,0,0,-7.178,-0.146,5,4,4.819
0,-4.462,0.426,1.748,-0.235,-0.358,0.78,1.473,1,1,0,-4.462,7.241,10,10,9.916
1,4.957,-0.424,0.191,-0.139,1.407,0.886,-0.656,1,1,0,-6.062,4.957,10,10,9.985
1,-5.436,1.132,-0.914,0.765,-0.757,0.192,-0.523,1,0,1,-7.021,-5.436,2,3,1.936
0,-5.173,-0.514,-2.681,-1.027,-0.303,-0.821,1.042,0,1,1,-5.173,0.648,5,5,5.057
1,7.348,0.091,-0.58,0.572,1.525,0.299,1.457,1,1,0,-5.117,7.348,10,10,9.917
1,6.847,-0.262,0.262,-0.53,0.909,-1.086,0.109,0,1,0,-4.363,6.847,9,9,9.017
1,1.251,0.097,-1.496,2.186,1.311,-0.759,-1.145,1,0,0,-6.18,1.251,6,6,5.755
0,-5.442,0.205,1.135,0.091,-1.228,1.691,0.11,1,0,1,-5.442,-4.755,2,2,1.891
1,2.04,-0.125,0.129,1.145,-0.111,1.396,0.919,1,0,0,-3.057,2.04,6,6,5.733
1,-1.284,1.013,-0.661,1.025,-0.977,2.123,0.46,0,1,1,-5.755,-1.284,5,5,5.042
1,-2.957,-0.958,-0.262,0.067,0.175,0.388,0.091,1,1,1,-6.826,-2.957,6,8,6.102
1,-6.048,0.495,1.73,0.451,-1.785,1.715,-1.362,1,0,1,-7.999,-6.048,2,3,1.924
1,-4.982,-0.098,1.184,-0.447,1.292,0.798,-0.789,0,0,1,-6.16,-4.982,1,1,0.937
1,-2.012,-0.522,-0.159,1.485,-0.146,0.778,0.459,1,1,1,-4.562,-2.012,6,7,6.071
0,-3.483,0.815,0.517,0.103,1.366,2.051,-1.403,1,0,0,-3.483,-1.311,6,6,5.79
1,0.717,-0.424,0.362,-2.202,-0.454,-1.223,1.124,0,1,1,-4.814,0.717,5,5,4.979
1,-0.823,-0.854,-1.303,1.591,0.835,-1.2,-0.092,0,1,1,-5.215,-0.823,5,5,5.128
1,6.671,-0.756,1.096,0.277,0.947,-1.035,1.511,0,1,0,-2.783,6.671,9,8,8.931
1,4.911,-0.206,0.177,1.975,1.043,1.138,0.302,1,1,0,-5.336,4.911,10,10,9.888
1,1.042,0,-0.392,-0.458,1.399,0.6,0.689,1,0,0,-4.116,1.042,6,6,5.76
0,-7.735,-0.6,0.814,0.658,1.866,-0.006,-0.511,0,0,1,-7.735,-5.909,1,1,0.918
1,5.418,0.148,0.198,0.73,2.409,-0.487,-0.275,0,1,0,-5.586,5.418,9,8,8.938
1,-2.053,-0.572,-0.138,-1.715,2.038,-0.144,-1.343,1,1,1,-7.533,-2.053,6,7,6.017
1,-2.838,0.855,-0.96,-0.384,-1.399,-0.032,0.77,0,0,1,-3.396,-2.838,1,1,0.876
0,-7.642,0.946,-1.37,2.687,0.495,-0.551,-1.428,0,1,1,-7.642,-1.853,5,6,5.156
0,-2.863,-0.363,0.482,-0.385,0.58,-1.037,2.104,0,0,0,-2.863,2.889,5,3,4.711
1,1.674,0.816,0.943,-0.031,-0.509,-0.323,0.617,1,0,0,-3.342,1.674,6,6,5.784
0,-8.074,0.039,-0.099,1.144,0.663,0.666,-1.751,1,0,1,-8.074,-6.04,2,3,1.934
0,-3.501,-1.597,-0.042,0.707,-0.992,-1.175,0.328,0,0,0,-3.501,2.638,5,4,4.81
1,1.194,-0.795,1.007,-0.245,0.366,-1.127,0.7,0,0,0,-2.562,1.194,5,4,4.785
1,4.499,0.92,0.831,-1.06,-0.035,-0.288,-0.845,1,1,0,-5.741,4.499,10,10,10.005
1,-4.842,0.049,0.835,0.324,-0.281,0.45,0.057,0,0,1,-5.04,-4.842,1,1,0.919
0,-6.665,0.449,-1.738,-2.088,-0.082,1.65,-0.319,1,0,1,-6.665,-4.498,2,2,1.842
0,-4.854,0.477,1.186,0.866,0.74,1.335,-1.647,0,1,0,-4.854,2.219,9,9,9.02
1,2.01,2.247,-0.947,0.552,-0.459,1.404,-0.365,1,0,0,-4.72,2.01,6,7,5.835
1,1.76,0.531,-1.24,1.167,0.649,1.658,0.76,0,0,0,-2.633,1.76,5,3,4.753
0,-5.352,-1.158,-0.273,-0.251,0.789,0.232,0.317,1,1,1,-5.352,-0.566,6,8,6.093
1,-4.289,1.183,2.497,0.649,0.689,1.987,1.082,0,0,1,-6.106,-4.289,1,1,0.846
1,2.005,-0.066,0.702,0.91,0.818,-0.336,1.239,0,0,0,-1.418,2.005,5,3,4.768
1,6.787,0.166,0.992,0.408,-0.31,0.401,1.853,0,1,0,-2.912,6.787,9,8,8.868
1,4.229,0.864,1.199,1.052,-0.767,0.265,-1.253,0,1,0,-5.889,4.229,9,9,9.007
0,-6.811,-0.578,-0.177,-0.25,3.149,0.498,-1.698,1,0,0,-6.811,-0.874,6,6,5.698
0,-7.3,-0.491,-0.841,-0.252,0.332,-0.122,-1.399,1,0,0,-7.3,-0.345,6,7,5.862
0,-1.753,0.4,0.875,-0.267,-1.301,-0.536,0.606,0,1,0,-1.753,5.41,9,8,8.794
0,-5.589,0.581,1.538,1.282,-0.028,-0.121,-0.791,1,1,0,-5.589,3.732,10,10,9.954
1,4.564,-0.364,0.143,-1.014,-1.399,-1.212,0.538,1,1,0,-5.757,4.564,10,10,9.791
0,-4.072,-1.294,-1.07,-1.853,0.353,0.624,-0.498,0,0,0,-4.072,2.024,5,4,4.789
1,-1.769,-0.039,-0.2,-1.811,-1.262,-0.147,0.816,1,1,1,-5.428,-1.769,6,7,5.83
0,-7.99,-0.186,-0.246,0.515,0.566,-0.481,-1.347,1,0,1,-7.99,-5.301,2,3,1.959
0,-7.097,-0.308,1.43,-1.295,-1.484,-0.048,-0.739,1,0,1,-7.097,-5.929,2,3,1.927
1,3.386,-0.303,-0.621,-0.001,1.297,0.384,1.474,1,0,0,-3.174,3.386,6,6,5.77
0,-3.406,0.924,-1.783,-0.409,-1.104,-1.414,-0.796,0,0,0,-3.406,0.964,5,4,4.825
1,-3.326,-0.591,-1.064,-1.568,0.364,0.554,-2.44,0,0,0,-6.45,-3.326,5,3,4.709
0,-6.484,-0.336,0.264,0.055,1.486,-0.19,0.259,1,0,1,-6.484,-4.458,2,2,1.896
1,-0.429,-0.345,-1.043,0.509,0.219,0.087,-0.349,1,1,1,-8.163,-0.429,6,8,6.144
1,2.134,0.273,-0.593,0.151,0.347,0.322,0.65,1,0,0,-3.407,2.134,6,7,5.802
0,-6.486,-2.063,-0.873,0.866,1.28,-0.931,0.477,1,1,1,-6.486,-1.437,6,8,6.078
1,5.582,-0.603,0.616,-2.47,-0.035,-1.648,-0.052,0,1,0,-4.108,5.582,9,8,8.924
0,-7.54,-0.152,0.313,-0.971,0.174,-1.477,0.014,1,0,1,-7.54,-6.465,2,3,1.935
1,-4.725,0.098,0.259,1.132,0.362,2.794,-0.915,1,0,1,-8.109,-4.725,2,3,2.149
1,-5.874,-0.555,0.257,0.149,0.726,-0.43,-0.657,1,0,1,-8.03,-5.874,2,3,1.925
1,-0.399,-0.626,0.208,0.586,0.102,-0.688,-0.929,0,0,0,-6.324,-0.399,5,4,4.817
0,-5.173,2.517,0.912,0.383,0.652,-0.052,0.005,0,1,1,-5.173,1.375,5,5,5.113
1,0.604,-0.261,1.271,0.003,-0.344,1.363,-0.544,0,0,0,-3.345,0.604,5,4,4.827
1,-4.961,-1.777,-0.5,-1.142,-1.11,-1.701,0.161,1,0,1,-5.544,-4.961,2,2,1.908
0,-7.046,-0.065,0.508,0.214,0.223,0.412,-0.734,0,1,1,-7.046,-2.567,5,5,5.128
0,-7.472,1.224,-1.23,2.048,0.175,-0.724,-0.161,1,1,1,-7.472,-1.739,6,8,6.104
0,-3.153,0.016,0.105,1.496,1.451,-1.042,0.878,0,1,0,-3.153,6.199,9,8,8.903
0,-5.087,1.156,1.085,-0.348,-0.335,-1.239,-0.93,0,1,0,-5.087,3.922,9,9,9.021
0,-5.583,0.841,0.294,0.483,-0.141,-1.012,-0.351,1,1,1,-5.583,-1.273,6,8,6.134
1,-0.632,-0.674,-0.057,1.234,0.254,-0.755,-1.646,1,0,0,-7.706,-0.632,6,6,5.78
0,-4.532,2.558,-0.288,0.225,0.625,-1.05,-0.251,1,0,0,-4.532,1.513,6,6,5.779
0,-3.089,0.084,2.012,0.731,1.161,0.373,2.199,1,1,0,-3.089,8.043,10,10,9.792
0,-9.709,1.219,-0.18,0.5,0.623,-1.782,-1.294,1,0,1,-9.709,-6.537,2,3,1.942
1,-0.049,0.876,0.263,0.017,-0.222,1.949,-0.367,0,1,1,-6.599,-0.049,5,5,5.135
1,-0.583,-0.787,-0.207,0.754,-0.855,0.593,-0.018,0,1,1,-5.746,-0.583,5,5,5.088
1,-2.391,0.764,-0.421,0.249,0.135,1.041,1.158,0,0,1,-5.001,-2.391,1,1,0.879
0,-2.496,1.736,-0.331,0.722,-0.284,0.192,0.337,0,1,0,-2.496,5.018,9,9,8.975
1,4.645,0.444,-0.003,-0.505,0.309,0.302,0.8,1,1,0,-4.514,4.645,10,10,9.967
1,-3.59,0.912,0.138,-1.137,0.275,1.334,0.703,1,0,1,-6.989,-3.59,2,2,1.878
1,1.388,-2.071,0.71,0.535,1.548,0.654,0.854,0,1,1,-7.225,1.388,5,5,5.08
0,-6.879,-0.855,0.717,-0.012,1.425,0.424,-0.345,0,1,1,-6.879,0.431,5,5,5.125
1,-0.476,-2.616,0.57,-0.297,0.941,0.062,-0.477,0,1,1,-8.043,-0.476,5,6,5.182
1,1.882,-0.89,-2.303,0.838,1.794,-0.407,0.388,1,0,0,-5.821,1.882,6,6,5.749
1,-1.524,-1.924,1.495,-0.234,-0.423,0.261,-0.329,0,1,1,-6.747,-1.524,5,6,5.147
1,-7.877,-1.395,1.177,0.365,1.471,0.058,-1.564,0,0,1,-6.096,-7.877,1,2,0.952
1,-4.301,-0.712,-0.06,-0.051,-0.048,-0.221,-0.482,0,0,1,-5.246,-4.301,1,2,0.943
1,-3.484,1.634,-0.83,-0.441,1.91,-0.28,0.662,0,0,1,-6.431,-3.484,1,1,0.82
0,-6.04,-0.873,0.63,-0.1,0.753,0.975,2.201,1,0,1,-6.04,-3.31,2,2,1.849
0,-3.253,0.158,0.72,-1.036,1.58,-0.837,-0.169,0,0,0,-3.253,0.147,5,4,4.817
1,5.77,-0.111,0.206,-0.289,0.293,0.632,0.15,0,1,0,-4.175,5.77,9,9,9.009
0,-7.335,0.559,-0.111,0.669,1.433,-1.538,0.754,1,0,1,-7.335,-3.228,2,2,1.871
0,-7.138,-0.149,-0.224,-1.001,-0.278,0.65,-1.385,1,0,0,-7.138,-2.685,6,7,5.85
1,6.698,0.835,0.268,0.139,-0.676,1.07,0.554,1,1,0,-3.72,6.698,10,10,9.959
1,7.26,0.626,1.078,0.094,0.197,-0.234,2.047,0,1,0,-1.651,7.26,9,8,8.87
1,7.194,-0.953,0.223,-0.04,1.037,-1.034,1.778,1,1,0,-1.66,7.194,10,10,9.881
1,-1.059,0.353,-1.395,-1.598,0.814,-0.566,-1.664,1,0,0,-6.559,-1.059,6,7,5.838
1,-5.34,0.166,-0.097,0.197,0.014,0.36,-0.577,0,0,1,-7.888,-5.34,1,1,0.932
1,4.091,-0.399,-0.258,1.276,-0.271,-1.656,-0.409,1,1,0,-6.177,4.091,10,10,9.989
0,-4.087,0.228,0.932,-0.014,-1.141,0.396,0.205,1,1,0,-4.087,4.93,10,10,9.798
1,-2.608,0.092,1.104,0.73,0.496,0.483,-1.086,0,1,1,-6.682,-2.608,5,6,5.139
0,-7.222,1.394,-0.929,1.75,0.467,-0.59,-0.674,1,1,1,-7.222,-0.585,6,8,6.109
1,4.738,2.264,-0.218,0.297,0.83,0.036,-1.004,0,1,0,-6.558,4.738,9,9,9.03
0,-4.654,-1.761,1.273,-0.073,1.275,-0.123,-0.279,0,0,0,-4.654,-0.799,5,4,4.847
1,2.429,-0.469,-0.569,0.456,-1.226,-0.438,1.876,0,1,1,-4.691,2.429,5,4,4.866
1,3.239,-1.226,0.228,-1.795,1.809,0.186,0.951,0,1,0,-2.862,3.239,9,8,8.866
1,-0.036,1.276,0.998,0.424,-1.326,-0.423,0.015,0,0,0,-3.868,-0.036,5,4,4.778
0,-7.318,0.679,-0.908,1.331,-0.547,-0.521,-0.735,1,0,1,-7.318,-5.566,2,2,1.914
1,-6.082,1.682,0.338,-0.072,1.589,1.665,0.252,0,0,1,-5.596,-6.082,1,1,0.858
1,-0.299,0.579,0.844,0.324,-0.566,-0.347,0.3,1,1,1,-6.745,-0.299,6,8,6.1
1,3.276,-0.029,0.502,0.157,-1.844,-0.129,-0.157,1,1,0,-4.863,3.276,10,10,9.799
1,2.522,-0.71,-0.516,0.293,-0.148,0.836,1.824,1,0,0,-3.965,2.522,6,6,5.704
1,3.544,1.148,-1.7,-0.749,-0.791,0.913,-1.816,0,1,0,-6.986,3.544,9,9,9.061
1,5.156,0.162,0.003,-0.474,0.47,-0.787,0.325,0,1,0,-5.026,5.156,9,9,9.006
1,4.436,-0.868,0.884,-0.27,0.076,0.389,-0.025,1,1,0,-4.205,4.436,10,10,9.992
1,3.195,1.111,1.002,-0.036,-0.181,-0.133,-0.792,0,1,0,-5.938,3.195,9,9,9.011
0,-5.264,0.983,-0.158,0.157,-0.378,1.292,0.096,1,1,0,-5.264,5.893,10,10,9.985
1,5.205,0.392,-1.001,-0.077,0.213,-1.627,-0.714,1,1,0,-6.26,5.205,10,10,10.042
1,5.746,1.475,-0.154,-0.18,-0.122,0.822,0.58,0,1,0,-2.946,5.746,9,9,8.988
0,-6.378,0.846,-0.33,0.365,0.403,-0.063,-1.43,0,1,1,-6.378,-1.983,5,6,5.147
1,-3.018,-1.535,0.087,0.132,-1.355,-0.408,0.104,1,0,1,-6.6,-3.018,2,2,1.912
0,-1.787,-1.032,0.161,-0.326,-0.102,-1.486,0.916,0,1,0,-1.787,5.711,9,9,8.984
1,-6.252,0.774,-0.321,0.726,2.293,0.774,-0.023,0,0,1,-4.882,-6.252,1,1,0.827
1,1.341,0.114,-0.777,0.781,1.401,-1.054,0.553,1,0,0,-3.615,1.341,6,6,5.781
1,-1.718,0.235,-1.355,-0.63,1.561,-0.542,-0.864,0,0,0,-5.395,-1.718,5,4,4.833
1,-1.122,-0.104,0.337,-1.398,0.454,0.954,-0.551,1,0,0,-5.416,-1.122,6,7,5.799
0,-5.594,-0.041,-0.243,0.357,1.217,-1.071,-0.369,0,0,0,-5.594,1.948,5,4,4.84
1,-0.726,0.311,1.666,-0.469,3.613,0.37,-0.134,0,1,1,-6.352,-0.726,5,5,5.031
1,5.096,-0.844,-0.24,1.622,-1.238,1.278,0.983,1,1,0,-4.816,5.096,10,9,9.657
1,1.291,0.323,1.53,-0.359,-2.042,0.573,0.803,1,0,0,-5.463,1.291,6,6,5.759
1,4.979,-2.813,-0.576,0.13,0.693,0.363,-0.5,0,1,0,-6.465,4.979,9,9,9.094
1,2.956,1.532,-0.356,-1.71,1.034,-0.352,1.51,0,0,0,-1.854,2.956,5,3,4.729
0,-6.065,-0.741,0.081,-0.162,0.793,-1.357,0.834,1,0,1,-6.065,-3.349,2,2,1.888
0,-6.422,0.946,0.713,-0.723,-1.311,-0.241,-1.066,1,1,1,-6.422,-1.124,6,7,5.944
1,-6.801,-0.732,-0.703,-0.381,0.926,1.504,-0.974,0,0,1,-6.586,-6.801,1,1,0.919
0,-2.222,1.391,-0.653,1.373,0.825,2.08,0.363,0,1,0,-2.222,5.424,9,9,9.032
1,0.02,-0.927,0.662,-0.117,-0.474,1.636,0.644,0,1,1,-5.8,0.02,5,5,5.074
