trt,Y,X1,X2,X3,X4,X5,X6,E1,E2,E3,Y0,Y1,trueGrp,estGrp,mmt
0,-1.55,0.329,1.079,0.417,1.396,-0.263,0.253,0,1,0,-1.55,4.098,9,9,8.812
1,0.958,-0.005,-0.964,0.2,-0.684,-0.069,-0.633,0,0,0,-2.688,0.958,5,4,5.032
0,-5.941,-0.733,-0.735,-0.146,0.316,-0.578,-0.999,1,0,1,-5.941,-5.566,2,2,2.038
0,-11.456,0.716,1.502,0.701,-0.779,-1.515,-0.164,1,0,1,-11.456,-9,2,2,2.05
0,-5.204,-0.121,-0.673,0.893,0.548,1.457,-1.077,0,0,1,-5.204,-5.379,1,1,0.902
0,-0.98,2.672,-2.232,0.577,0.948,-0.417,0.143,1,1,1,-0.98,5.029,6,7,6.204
0,0.054,-0.528,-0.768,-1.054,1.251,0.066,1.37,1,0,1,0.054,0.065,2,3,2.15
0,-1.237,0.125,-2.213,-0.612,-0.298,2.22,1.578,1,0,1,-1.237,1.402,2,3,3.216
1,3.579,-0.024,-1.84,0.679,0.023,0.293,-1.351,0,0,0,-2.96,3.579,5,4,4.989
0,-7.19,0.221,1.552,1.119,-0.799,-0.376,1.588,1,1,0,-7.19,2.066,10,10,9.907
0,-10.512,0.63,1.901,0.676,-1.347,0.714,-0.4,0,0,1,-10.512,-12.994,1,1,0.902
0,-1.196,-0.026,-0.749,-0.662,-0.551,0.015,2.158,0,0,0,-1.196,3.625,5,5,5.139
0,-2.771,0.871,-1.034,-0.922,-0.379,-1.767,0.82,1,0,1,-2.771,-1.658,2,3,2.132
1,-0.723,0.047,-0.058,1.038,-1.302,-0.369,0.804,0,0,0,-6.505,-0.723,5,5,5.104
0,-9.581,0.008,-0.128,1.013,-1.505,-1.666,-0.367,0,0,0,-9.581,-3.343,5,4,5.034
0,-4.766,-0.618,-0.39,0.012,-0.133,-0.448,0.311,0,0,0,-4.766,1.312,5,5,5.118
0,-5.392,-0.243,0.434,-1.365,0.926,1.323,0.601,1,0,1,-5.392,-2.564,2,3,2.143
0,-5.576,0.237,1.676,-2.992,2.175,0.071,-1.261,1,1,1,-5.576,1.074,6,6,5.758
0,-5.098,-1.221,0.264,-1.001,-1.003,1.686,2.798,0,0,1,-5.098,-2.505,1,2,1.076
1,7.584,2.025,0.506,-0.129,0.945,-0.017,-0.874,1,1,0,-3.773,7.584,10,10,9.868
0,-7.628,0.688,1.448,-0.045,0.368,-0.411,-1.223,1,0,0,-7.628,-4.283,6,7,6.151
0,-7.642,2.033,0.738,-0.028,-0.301,-0.114,-0.336,0,0,1,-7.642,-3.883,1,1,0.945
0,-2.85,1.299,-1.186,-0.117,-0.047,0.154,-1.901,0,1,0,-2.85,8.177,9,8,8.64
0,-9.569,-2.238,0.147,1.363,-0.135,-0.474,-0.728,1,0,0,-9.569,-1.843,6,7,6.138
0,-7.964,0.918,0.933,0.132,0.144,-0.166,-0.286,0,0,1,-7.964,-6.529,1,1,0.94
0,-3.86,0.191,-1.241,-0.697,-0.031,-1.137,-0.401,1,1,1,-3.86,4.33,6,7,6.075
1,-4.982,1.542,-0.025,0.181,-0.992,0.583,-1.109,0,1,1,-9.562,-4.982,5,3,4.551
0,-3.788,-1.084,0.001,0.911,1.785,0.497,0.225,1,1,1,-3.788,1.321,6,6,5.813
1,4.357,0.861,0.555,0.113,-0.133,0.075,-0.351,1,1,0,-5.998,4.357,10,10,9.845
0,-3.397,-1.016,-0.359,-0.194,0.977,0.788,0.569,0,1,1,-3.397,0.576,5,4,4.707
1,5.232,-0.072,-0.608,-2.115,-0.755,-0.814,-0.372,0,1,0,-5.008,5.232,9,9,8.754
1,9.162,-0.002,-0.774,0.073,0.593,-1.159,1.365,0,1,0,-1.973,9.162,9,9,8.808
0,-6.028,-0.151,-0.478,-0.793,-0.84,0.818,0.07,0,1,1,-6.028,0.546,5,3,4.599
0,-1.583,1.085,-2.552,-0.123,-0.739,-1.198,-0.131,0,1,1,-1.583,1.605,5,4,4.893
1,3.639,-0.166,-0.647,0.912,-0.427,0.759,-1.103,0,1,0,-4.831,3.639,9,8,8.682
0,-5.155,-1.91,0.452,0.032,0.714,-1.176,-0.264,0,0,1,-5.155,-5.629,1,1,0.974
0,-7.673,0.883,0.358,-0.467,-1.64,-0.374,1.325,1,1,1,-7.673,-3.046,6,6,5.774
1,7.201,-0.608,-0.5,0.215,0.082,1.026,0.509,0,1,0,-2.025,7.201,9,9,8.788
0,-8.971,0.952,1.225,1.345,0.353,-0.066,-1.139,1,1,1,-8.971,-5.314,6,6,5.686
0,-13.696,-1.039,1.255,-1.252,-1.179,-0.438,-0.393,1,1,1,-13.696,-6.839,6,6,5.769
0,-7.704,1.449,0.54,-0.626,-0.538,-0.671,1.079,1,0,1,-7.704,-4.999,2,3,2.13
0,-4.995,-0.907,0.044,0.935,1.758,1.922,-0.215,0,1,1,-4.995,0.379,5,5,5.32
1,2.185,-1.258,0.943,2.257,0.507,-1.244,0.793,0,1,0,-4.49,2.185,9,9,8.793
1,-0.633,-1.368,-0.853,0.46,-1.92,1.231,1.141,1,0,0,-6.248,-0.633,6,8,6.223
0,-4.848,0.539,-0.35,-0.675,-0.624,0.525,0.235,0,0,1,-4.848,-3.801,1,1,0.98
0,-7.837,-0.141,-0.534,0.231,-0.745,-1.097,-0.521,0,1,1,-7.837,-2.826,5,3,4.569
1,0.997,0.191,-0.177,0.756,-1.703,-1.003,-0.48,1,1,0,-7.368,0.997,10,9,9.817
1,2.532,0.763,0.389,0.334,-0.826,-1.211,-0.21,1,1,0,-5.495,2.532,10,10,9.856
0,-15.163,-0.867,1.38,0.39,-1.65,-0.182,-0.402,1,0,1,-15.163,-11.604,2,2,2.029
0,-3.884,-0.212,0.312,0.467,0.184,0.536,0.073,0,0,0,-3.884,1.353,5,5,5.098
0,-7.329,1.39,-0.172,-0.428,-1.055,-0.386,0.05,0,0,1,-7.329,-6.384,1,1,0.941
1,7.981,-0.368,-0.011,0.799,1.445,-0.934,-0.289,0,1,0,-2.84,7.981,9,9,8.768
1,3.025,-1.479,-0.331,1.469,0.806,1.127,0.873,0,0,0,-1.144,3.025,5,5,5.136
0,-5.569,-0.687,-0.605,0.341,-0.127,-0.004,0.634,0,0,1,-5.569,-4.349,1,1,0.991
0,-10.802,-0.318,0.845,0.769,-0.974,0.995,-1.011,0,1,1,-10.802,-6.881,5,3,4.561
0,0.023,0.443,-1.055,1.754,1.477,-0.59,1.61,1,0,1,0.023,0.778,2,3,2.167
0,-9.338,1.501,0.876,-0.668,-1.512,-0.408,1.441,1,0,1,-9.338,-6.97,2,3,2.113
1,8.999,-1.502,-0.624,0.34,0.926,-1.535,0.402,1,1,0,-2.456,8.999,10,10,9.92
0,-9.024,-0.623,0.678,1.445,0.242,1.316,-1.371,1,1,0,-9.024,1.894,10,10,9.833
1,2.344,-1.708,-0.497,0.183,-2.161,0.654,0.558,0,1,0,-8.01,2.344,9,8,8.69
0,-4.956,0.968,0.029,0.926,0.588,0.95,-0.739,1,1,0,-4.956,3.038,10,10,9.835
0,-11.178,-0.239,0.736,1.35,-1.114,0.321,0.925,0,1,1,-11.178,-5.081,5,4,4.651
0,-2.855,-0.03,-0.71,-0.111,1.252,-1.413,-1.025,1,1,0,-2.855,8.799,10,10,9.854
0,-0.621,0.895,0.602,-0.221,1.039,-0.189,1.415,0,0,0,-0.621,5.765,5,5,5.167
0,-5.559,-0.25,-0.172,-0.339,0.574,1.867,-1.345,1,0,0,-5.559,2.615,6,7,6.177
0,2.06,-0.182,-0.3,-0.989,2.77,0.793,0.681,0,0,1,2.06,2.384,1,1,0.962
0,-2.981,1.688,-0.342,0.158,0.165,0.092,-0.65,1,1,0,-2.981,7.695,10,10,9.836
0,-2.42,2.137,0.188,-0.217,-0.535,-1.586,2.058,0,0,0,-2.42,3.586,5,5,5.166
0,-6.896,0.17,-0.354,0.785,0.574,0.308,-1.282,0,1,1,-6.896,-0.339,5,3,4.559
0,-9.703,-0.284,1.389,-0.792,-0.289,-0.378,-0.587,0,0,1,-9.703,-7.341,1,1,0.923
1,5.942,0.456,-0.534,1.921,1.195,-0.621,2.347,0,0,0,1.027,5.942,5,5,5.132
0,-12.663,-0.294,2.598,0.032,-0.473,-1.112,-0.18,0,0,1,-12.663,-11.406,1,1,0.925
1,-0.898,-0.244,-0.465,1.113,-0.108,0.092,0.506,1,0,0,-3.963,-0.898,6,7,6.206
0,-1.432,-0.95,-0.796,1.264,1.135,0.988,-0.339,0,0,0,-1.432,3.305,5,5,5.081
0,-10.744,0.151,0.958,-0.247,-1.456,2.179,1.021,0,1,1,-10.744,-4.62,5,5,5.416
0,-11.391,0.558,2.031,-0.295,1.26,2.299,-1.644,1,0,1,-11.391,-9.085,2,3,2.774
0,-10.716,0.368,-0.238,-0.794,-1.866,-0.655,-1.912,0,1,1,-10.716,-4.388,5,3,4.517
0,0.363,1.064,-1.637,0.369,-0.326,0.507,1.516,1,0,0,0.363,5.047,6,7,6.219
1,-1.218,-1.908,-0.085,1.539,0.696,-1.129,-1.626,1,0,0,-6.16,-1.218,6,7,6.11
0,-6.417,-2.428,0.592,-2.217,0.878,-0.376,-0.509,0,0,1,-6.417,-4.83,1,2,1.078
0,-6.301,-0.254,0.86,-0.034,1.098,1.503,1.036,1,0,1,-6.301,-4.755,2,3,2.158
0,-3.285,2.746,-0.422,-1.315,0.815,0.166,-0.226,1,1,1,-3.285,3.668,6,6,5.804
1,-0.484,-1.323,1.245,0.533,-0.494,0.08,0.218,1,1,0,-8.393,-0.484,10,10,9.903
0,-6.07,-0.331,-1.24,-0.827,-0.98,0.372,0.433,1,1,1,-6.07,-1.343,6,7,6.142
0,-4.192,-0.708,-1.128,0.654,0.315,-0.278,1.048,1,1,1,-4.192,0.173,6,6,5.844
0,-2.792,0.364,-0.737,0.008,0.525,1.291,-0.203,1,0,0,-2.792,3.603,6,7,6.185
0,-10.973,0.336,2.262,1.448,-0.066,-0.119,-1.564,0,1,1,-10.973,-7.793,5,3,4.522
1,4.542,1.673,0.325,0.594,-0.554,0.619,0.067,0,1,0,-4.055,4.542,9,9,8.743
1,4.647,0.558,0.202,0.634,-0.292,0.114,-0.063,0,1,0,-4.257,4.647,9,9,8.736
0,-8.02,0.769,1.347,-0.755,0.223,-1.954,0.012,1,0,1,-8.02,-6.273,2,2,2.061
0,-2.493,-0.485,0.183,0.4,0.814,0.623,1.292,1,0,1,-2.493,-2.623,2,3,2.141
1,-0.947,-0.583,1.76,0.28,0.541,-0.136,1.24,1,0,0,-7.124,-0.947,6,8,6.261
0,-0.128,0.899,-0.812,1.035,1.414,0.528,0.816,1,0,0,-0.128,6.78,6,8,6.24
0,-6.271,2.583,1.006,0.401,0.634,-2.025,-0.51,0,1,1,-6.271,-1.65,5,4,4.652
1,-5.793,-0.179,-0.327,0.193,-1.907,-0.794,-0.933,1,1,1,-11.161,-5.793,6,6,5.675
1,-4.026,1.174,0.173,1.429,-0.317,-0.111,0.929,1,0,1,-7.21,-4.026,2,2,2.11
0,-0.67,0.103,-0.202,-0.135,1.017,1.591,0.214,0,0,0,-0.67,2.59,5,5,5.148
0,-8.908,-0.021,0.27,-0.644,-1.22,-0.235,0.003,1,0,0,-8.908,-1.09,6,7,6.18
1,0.054,0.55,0.092,2.06,0.191,0.759,0.564,1,0,0,-6.266,0.054,6,8,6.226
1,-7.169,-0.796,0.152,1.584,-0.715,0.511,-0.456,1,0,1,-11.15,-7.169,2,2,2.04
0,-7.248,0.493,1.341,0.547,0.35,-0.054,-0.175,0,1,1,-7.248,-3.969,5,4,4.613
0,-3.042,-0.526,0.392,0.374,1.287,-0.338,-0.416,0,0,0,-3.042,1.443,5,5,5.1
0,-7.691,-1.102,-0.983,0.121,1.164,0.02,-1.851,1,1,1,-7.691,1.816,6,6,5.725
1,6.953,0.581,-0.924,1.346,-0.693,0.302,1.246,1,1,0,-2.166,6.953,10,10,9.9
0,-6.186,-0.354,-0.003,-1.277,-0.731,0.341,0.202,0,1,1,-6.186,-2.336,5,4,4.665
0,-6.478,-1.819,0.576,-0.508,0.767,0.298,-0.535,1,0,0,-6.478,1.201,6,7,6.161
0,-8.047,-0.031,2.505,0.559,2.129,0.535,-0.53,0,1,1,-8.047,-1.912,5,3,4.532
0,-4.482,-1.051,-1.888,-1.457,-0.446,0.639,-0.059,1,0,1,-4.482,-3.843,2,3,2.549
1,4.848,-0.236,0.402,0.459,0.359,1.24,-0.309,1,1,0,-6.32,4.848,10,10,9.879
0,-2.937,-1.766,0.098,0.497,0.512,-0.264,0.069,0,1,0,-2.937,5.043,9,9,8.738
0,-5.716,0.058,-1.064,-0.219,0.044,0.917,-0.164,1,1,1,-5.716,1.193,6,6,5.746
0,-4.36,0.123,-0.983,1.201,0.692,0.31,-0.342,1,1,1,-4.36,-0.011,6,6,5.695
0,-5.979,1.601,0.073,-0.08,-0.857,-0.223,0.881,0,1,1,-5.979,-1.043,5,4,4.657
0,0.724,-1.24,-1.585,1.846,2.041,-1.918,-0.599,0,0,1,0.724,0.192,1,2,1.278
1,14.018,0.133,-3.294,2.299,1.175,-0.78,-0.134,1,1,0,3.489,14.018,10,10,9.831
1,5.989,0.223,0.269,-0.635,-0.277,2.339,0.463,1,1,0,-6.62,5.989,10,10,10.041
1,1.051,1.828,2.81,-1.02,-0.456,0.328,0.535,1,1,0,-10.439,1.051,10,10,9.899
1,2.065,0.562,-0.795,-0.248,-0.279,-1.216,0.435,0,0,0,-2.938,2.065,5,5,5.105
0,-6.068,0.668,-0.291,-0.632,-0.674,0.609,0.439,1,0,0,-6.068,1.492,6,8,6.225
0,-3.692,-1.029,0.36,-2.26,-0.524,-0.291,0.279,0,0,0,-3.692,0.592,5,5,5.172
0,-6.595,-2.105,1.952,-0.533,1.328,-1.375,1.58,1,1,1,-6.595,-2.243,6,6,5.863
1,8.488,-0.845,-0.332,0.35,1.098,1.258,1.058,0,1,0,-1.154,8.488,9,9,8.842
0,-2.63,1.297,-0.238,-1.848,0.193,1.06,-0.684,1,1,0,-2.63,5.963,10,10,9.891
0,-1.696,1.184,-1.709,1.167,0.666,-1.213,-0.942,1,1,1,-1.696,2.528,6,7,6.062
1,4.737,1.302,-0.782,-1.399,-1.459,-0.835,-0.405,0,1,0,-5.067,4.737,9,8,8.69
0,-9.624,-0.103,0.623,-0.734,-1.157,-0.704,-1.837,1,1,0,-9.624,0.463,10,9,9.797
0,-7.956,0.655,-0.401,2.636,0.559,-1.044,-0.462,0,0,1,-7.956,-3.297,1,1,0.914
1,2.933,0.543,-0.839,1.131,1.207,1.425,-0.566,0,0,0,-1.211,2.933,5,5,5.064
0,-5.949,-0.66,0.559,-0.125,1.023,-1.572,1.191,1,1,1,-5.949,1.126,6,6,5.839
1,9.07,-1.291,-0.672,-0.374,1.589,-0.257,0.511,0,1,0,1.533,9.07,9,9,8.805
0,-5.812,-0.947,-0.277,-1.772,-0.403,-0.987,-0.219,0,0,1,-5.812,-3.538,1,2,1.055
1,3.357,0.756,1.35,-0.303,0.293,0.218,-0.551,0,1,0,-5.118,3.357,9,9,8.73
1,4.653,1.771,0.497,-0.25,-0.701,0.292,2.864,1,0,0,-3.021,4.653,6,8,6.371
0,-3.524,-0.233,0.256,-1.18,0.797,-0.57,-0.072,0,1,0,-3.524,6.515,9,9,8.753
0,-6.396,1.983,-0.421,-0.8,-0.489,0.697,-1.756,1,0,1,-6.396,-6.372,2,2,1.997
1,-0.639,-0.241,1.724,1.553,-0.206,1.111,-0.41,1,1,0,-10.184,-0.639,10,10,9.826
0,-10.095,-0.448,-0.036,0.524,-1.441,0.16,-1.294,0,1,1,-10.095,-4.704,5,3,4.536
0,-3.694,0.401,0.757,1.225,1.374,0.423,-1.249,0,0,0,-3.694,1.441,5,5,5.055
0,-3.625,0.809,-1.288,-0.849,-0.499,0.191,-0.472,0,1,1,-3.625,-0.377,5,4,4.951
0,-5.555,0.703,0.02,-0.293,2.127,-0.683,-2.224,1,1,1,-5.555,2.203,6,6,5.571
0,-5.293,-1.308,0.177,-2.064,-0.413,1.273,1.135,0,1,1,-5.293,-1.212,5,4,4.823
0,-5.987,-1.044,0.784,-1.642,-0.742,1.96,0.486,1,0,0,-5.987,-1.078,6,8,6.281
0,-3.777,1.32,-0.432,-1.463,-1.329,-0.502,0.026,1,0,0,-3.777,0.025,6,7,6.181
0,-8.429,0.606,1.61,-0.533,-0.304,-0.042,0.434,0,0,1,-8.429,-5.249,1,1,0.986
0,-7.734,1.428,0.711,1.272,-0.729,-1.679,0.025,0,0,1,-7.734,-6.878,1,1,0.938
1,0.117,0.449,1.106,-0.401,-1.636,1.004,-0.803,1,1,0,-10.123,0.117,10,9,9.813
0,4.327,-0.321,-1.667,0.573,2.339,-1.759,0.423,1,0,0,4.327,8.918,6,7,6.159
0,-2.554,0.052,-0.986,-0.485,0.787,0.805,0.151,1,1,1,-2.554,1.374,6,6,5.77
0,-4.88,1.341,1.204,0.434,2.226,-0.322,-1.041,0,0,1,-4.88,-3.618,1,1,0.873
0,-10.871,0.62,1.655,1.384,-0.423,-0.576,-1.048,0,0,1,-10.871,-11.151,1,1,0.886
0,-9.963,-0.627,-0.167,0.375,-0.659,-0.424,-0.88,0,0,1,-9.963,-8.132,1,1,0.92
1,3.627,0.144,-0.766,1.463,0.927,0.69,-0.332,1,0,0,-2.631,3.627,6,7,6.166
1,2.365,-0.199,-0.211,-0.713,-0.016,0.385,0.111,1,0,0,-3.672,2.365,6,7,6.194
0,0.38,0.48,0.237,-1.54,0.847,-1.124,2.312,1,1,0,0.38,9.352,10,10,9.96
1,-6.385,1.672,0.308,1.961,0.232,-0.456,-1.454,1,0,1,-10.556,-6.385,2,2,2.014
0,-6.034,0.57,1.205,-0.534,0.245,0.058,0.205,0,1,1,-6.034,-0.481,5,4,4.668
0,-13.123,-2.317,1.166,-0.316,-0.78,0.143,-0.183,1,1,1,-13.123,-5.78,6,6,5.757
0,-8.055,-1.175,0.467,-0.596,0.047,-0.738,-0.913,0,0,1,-8.055,-8.315,1,1,0.953
0,-6.56,-1.234,-0.234,-1.329,-0.532,0.18,0.165,0,0,1,-6.56,-4.5,1,1,1.041
1,1.483,-0.434,0.97,1.386,0.206,0.479,-0.844,1,1,0,-6.976,1.483,10,10,9.837
0,-1.47,-0.366,-0.416,-0.858,0.741,0.494,-0.473,0,1,1,-1.47,2.276,5,3,4.59
0,-7.252,0.019,-0.999,0.141,-1.11,-0.996,0.719,1,0,1,-7.252,-4.213,2,2,2.085
0,-5.739,1.935,1.035,-0.335,-0.096,-3.113,-1.101,1,1,0,-5.739,2.378,10,9,9.515
1,-4.334,-2.007,1.283,0.446,-1.091,0.229,0.111,1,0,0,-9.256,-4.334,6,7,6.173
0,4.06,-0.001,-0.783,-0.305,2.245,-0.523,1.637,1,0,0,4.06,8.743,6,7,6.198
0,-0.542,0.71,-1.296,-1.253,-0.153,-1.178,-0.285,1,1,0,-0.542,5.962,10,10,9.824
0,-7.532,1.115,-0.736,-0.132,-0.837,-1.949,-0.442,0,1,1,-7.532,-1.217,5,3,4.565
0,-5.571,-0.605,0.047,0.449,0.648,-0.761,-0.314,1,1,0,-5.571,5.888,10,10,9.88
1,1.449,0.357,-0.567,1.645,-0.837,-1.297,-1.312,1,1,0,-5.235,1.449,10,9,9.792
0,-6.502,2.467,2.191,-0.11,1.71,0.543,0.603,1,1,1,-6.502,2.356,6,6,5.855
0,-5.593,-0.803,-0.344,-0.375,0.579,1.401,-1.635,1,1,1,-5.593,-2.541,6,6,5.687
0,-7.428,-0.009,0.199,-1.49,-0.039,-0.351,-0.976,1,0,1,-7.428,-5.553,2,2,2.11
1,7.317,-0.121,-0.233,-0.135,-0.062,-0.478,0.828,1,1,0,-4.171,7.317,10,10,9.91
1,-1.895,0.165,0.285,1.09,-0.607,1.67,-0.247,0,0,0,-5.746,-1.895,5,5,5.067
0,-3.451,0.706,-0.341,-1.588,1.184,0.388,-1.293,1,1,1,-3.451,2.122,6,6,5.792
0,0.399,0.539,0.479,0.376,1.984,0.224,-0.04,0,0,0,0.399,4.032,5,5,5.057
1,-0.062,-0.308,-0.656,-0.333,-0.747,2.346,-0.413,0,0,0,-3.809,-0.062,5,5,5.161
0,-4.799,1.52,1.333,-0.523,1.196,0.596,0.482,0,1,1,-4.799,1.365,5,4,4.692
0,-6.669,-0.693,0.128,1.512,0.264,-2.244,-0.953,0,1,1,-6.669,-2.109,5,3,4.349
0,-5.725,0.525,0.497,-0.907,-0.023,0.285,0.838,0,1,1,-5.725,-1.841,5,4,4.657
0,-1.789,0.462,-0.479,0.69,0.984,0.341,-0.562,1,1,1,-1.789,1.031,6,6,5.718
0,-2.161,-0.343,-0.062,-1.302,0.835,-0.217,1.097,0,0,1,-2.161,-1.871,1,1,1.043
0,-5.37,0.204,0.477,-1.018,0.906,-0.024,-0.826,0,0,1,-5.37,-3.973,1,1,0.934
1,-1.224,0.692,0.181,1.5,-1.17,-0.328,-0.582,1,0,0,-9.796,-1.224,6,7,6.147
0,-11.283,1.266,1.253,1.289,-0.512,-1.192,-0.842,1,0,1,-11.283,-10.11,2,2,2.02
0,-7.987,0.094,1.078,-1.379,-0.085,0.055,-0.293,1,1,0,-7.987,4.993,10,10,9.853
1,9.753,-1.279,-1.71,1.183,0.991,-0.426,1.026,0,1,0,0.18,9.753,9,9,8.79
1,1.474,-0.458,0.824,1.195,-1.019,-0.261,0.649,1,1,0,-9.517,1.474,10,10,9.895
1,3.714,0.544,0.525,0.114,0.089,1.77,0.203,0,1,0,-4.997,3.714,9,9,8.789
1,5.314,-1.013,0.369,-0.048,-0.303,0.224,0.666,1,1,0,-6.645,5.314,10,10,9.919
0,-6.668,0.672,1.34,-0.523,1.295,-1.273,-0.851,0,0,1,-6.668,-6.584,1,1,0.957
0,-5.26,1.402,-0.761,-1.041,-0.059,-0.793,-0.657,1,1,1,-5.26,1.019,6,6,5.689
0,-6.457,-0.6,-0.307,0.137,-0.534,0.044,0.413,1,0,0,-6.457,-0.283,6,8,6.233
0,-7.923,0.261,0.293,-0.687,0.023,-1.196,-1.327,1,1,1,-7.923,-2.766,6,6,5.68
0,-3.717,-0.261,-0.106,0.199,0.374,-0.413,0.766,1,0,0,-3.717,4.001,6,8,6.245
0,-7.535,0.061,0.266,-0.684,0.72,1.371,-0.436,1,1,1,-7.535,-1.948,6,6,5.726
0,-3.941,-1.609,-0.153,0.435,0.954,-0.01,0.726,0,0,1,-3.941,-2.559,1,1,1.037
1,-3.67,1.212,-1.186,1.706,-1.446,-0.923,0.348,1,0,1,-8.234,-3.67,2,3,2.437
0,-9.484,-0.911,0.858,-1.155,-0.874,1.187,-0.031,1,0,1,-9.484,-8.153,2,2,2.092
0,-2.912,0.595,0.738,-0.1,1.43,-0.015,0.632,0,1,1,-2.912,0.634,5,4,4.69
0,-1.476,1.2,-0.618,0.716,0.198,0.313,0.473,1,1,0,-1.476,8.763,10,10,9.916
1,1.759,-1.154,-0.549,1.956,0.123,0.084,1.032,0,1,1,-5.834,1.759,5,4,4.691
1,1.4,1.219,0.484,-0.141,0.277,0.493,1.258,0,0,0,-1.568,1.4,5,5,5.159
0,-12.973,-1.955,0.211,1.079,-1.781,-0.257,-0.008,1,0,1,-12.973,-11.719,2,2,2.063
0,-0.459,-0.3,-1.045,-1.299,0.593,0.774,-1.094,0,1,0,-0.459,8.184,9,8,8.694
1,8.83,-0.547,-0.921,-0.953,-0.22,-1.338,1.339,1,1,0,-1.271,8.83,10,10,9.915
0,-4.314,-0.451,-0.314,1.129,0.544,-0.536,-0.312,0,1,1,-4.314,0.973,5,3,4.598
0,-7.956,0.2,-1.111,0.486,-1.469,-1.076,-0.017,0,1,1,-7.956,-1.895,5,4,4.606
0,-7.482,0.738,-0.515,-1.339,-0.042,0.516,-1.531,1,1,1,-7.482,0.091,6,6,5.672
0,-8.249,-0.262,0.554,-0.32,-0.253,-0.286,-0.857,0,1,1,-8.249,-1.695,5,3,4.575
1,-9.221,0.893,0.468,-0.006,-1.742,1.084,0.118,0,0,1,-8.336,-9.221,1,1,0.954
0,2.244,-0.205,-2.003,-0.209,1.451,-0.193,-0.671,0,0,0,2.244,7.225,5,5,5.04
1,-1.836,-0.778,1.223,1.26,-1.245,-0.879,-0.888,0,1,0,-10.292,-1.836,9,8,8.698
0,-5.92,0.316,-0.372,-2.32,-0.462,1.126,-0.336,1,0,1,-5.92,-3.438,2,3,2.131
0,-10.937,-0.385,1.856,-1.36,-0.326,0.371,0.539,1,0,1,-10.937,-7.811,2,3,2.121
0,-5.235,0.6,-0.185,-0.057,0.87,-0.032,-1.449,1,0,1,-5.235,-7.43,2,2,2.02
0,-3.402,-0.929,-1.462,-1.169,1.086,-0.132,-2.157,0,0,1,-3.402,-2.953,1,2,1.372
0,-5.157,1.197,0.322,-1.63,-0.289,0.412,-0.101,0,1,1,-5.157,-3.74,5,4,4.684
0,-6.273,0.307,1.361,-0.784,-0.32,-0.542,0.863,1,1,0,-6.273,3.634,10,10,9.915
