trt,Y,X1,X2,X3,X4,X5,X6,E1,E2,E3,Y0,Y1,trueGrp,estGrp,mmt
1,-0.951,1.946,1.183,0.628,0.204,-0.023,-0.707,0,0,1,-4.969,-0.951,5,6,4.956
0,-2.577,-0.227,0.21,-0.635,0.743,0.27,0.365,1,0,1,-2.577,1.348,5,6,4.939
0,-3.377,0.192,-0.207,0.082,-0.378,-0.503,0.769,0,0,1,-3.377,2.06,5,4,4.844
1,9.505,1.386,-1.114,1.388,2.379,0.631,-0.112,1,1,0,3.227,9.505,5,3,4.842
0,-8.531,-0.804,1.837,0.127,-0.888,0.475,0.881,1,0,0,-8.531,-4.472,5,2,4.754
1,0.631,0.196,-0.698,-0.78,-1.036,-0.341,0.398,1,0,1,-4.786,0.631,5,3,4.804
0,-5.249,-1.294,0.883,0.905,2.368,0.05,-0.612,0,1,0,-5.249,2.243,5,1,4.723
0,-1.557,0.374,0.807,-0.65,0.561,1.295,0.341,0,0,1,-1.557,2.223,5,5,4.919
1,-1.554,0.633,0.348,1.397,-0.446,0.315,-1.129,1,0,1,-6.327,-1.554,5,7,4.965
1,-0.92,1.566,1.348,1.163,-0.934,0.802,1.433,0,1,1,-7.398,-0.92,5,9,5.093
1,3.946,-0.718,-0.637,0.435,0.48,0.486,1.98,0,0,1,-0.578,3.946,5,5,4.92
0,-8.55,-1.007,1.399,0.291,0.237,1.726,-0.367,1,1,0,-8.55,-1.813,5,4,4.861
1,-5.296,0.909,1.23,-0.277,-1.339,0.102,-1.044,0,0,0,-10.473,-5.296,5,8,5.008
0,-5.648,0.207,0.294,-1.811,-0.107,-0.99,0.57,0,1,1,-5.648,2.892,5,7,4.972
1,-5.664,-1.201,2.996,1.294,0.578,-0.46,-0.135,0,0,0,-9.115,-5.664,5,4,4.862
0,-1.88,-1.324,0.103,0.077,0.454,0.238,2.402,1,0,1,-1.88,4.021,5,5,4.895
0,-4.279,1.095,-0.305,-0.771,-1.19,-0.269,-0.039,1,1,0,-4.279,-0.158,5,9,5.067
0,-1.114,-0.398,0.278,-0.492,1.973,-0.17,0.69,1,0,1,-1.114,4.46,5,1,4.613
0,-4.202,-1.183,-1.5,-0.987,-1.076,0.665,0.028,0,1,0,-4.202,3.61,5,7,4.962
1,3.032,1.709,-1.196,0.029,0.194,-0.776,-0.743,0,1,0,-0.513,3.032,5,10,5.142
0,3.209,0.494,-0.919,-0.804,1.086,-1.919,0.189,0,0,1,3.209,5.257,5,9,5.096
0,-2.929,1.57,0.138,-2.763,0.079,2.019,-1.805,0,1,0,-2.929,3.244,5,4,4.883
0,0.857,-1.352,-1.036,-0.169,1.47,0.435,1.466,1,0,0,0.857,7.043,5,1,4.523
0,5.076,1.267,-0.464,-1.81,2.714,1.05,0.153,0,0,0,5.076,10.916,5,1,4.72
0,0.132,0.644,-0.019,-0.226,1.116,-0.312,2.173,1,1,0,0.132,6.394,5,10,5.234
0,-3.972,0.137,1.127,-0.902,0.989,0.094,0.476,1,1,0,-3.972,2.837,5,9,5.089
0,-7.24,-0.384,0.245,0.61,-1.026,-2.153,-0.71,1,1,0,-7.24,-1.916,5,5,4.92
0,0.545,1.97,0.712,0.006,1.694,0.358,0.611,0,0,1,0.545,3.751,5,1,4.748
1,2.09,0.176,-1.235,1.427,-0.044,0.468,-0.934,0,0,1,-3.793,2.09,5,4,4.878
1,4.235,0.171,-1.033,-0.116,0.409,-0.907,-1.254,1,0,0,-1.366,4.235,5,4,4.864
0,-0.591,0.571,-0.394,-1.757,0.115,-0.529,0.291,0,0,0,-0.591,3.447,5,3,4.817
0,-5.293,-1.418,-0.449,-0.001,-0.176,1.344,-0.443,1,0,1,-5.293,0.653,5,2,4.794
0,-0.201,-0.984,-0.244,1.04,2.082,0.469,0.001,0,0,0,-0.201,3.665,5,1,4.583
0,-2.886,-1.531,0.922,-0.158,2.049,-0.253,0.074,0,0,0,-2.886,2.846,5,1,4.59
1,-4.487,0.023,1.498,0.538,-0.845,0.369,-0.59,1,0,1,-7.694,-4.487,5,3,4.816
1,-0.705,0.874,0.282,-0.049,-0.423,-1.347,-0.569,1,1,1,-6.237,-0.705,5,9,5.111
1,2.423,-0.774,-0.041,0.315,0,1.172,-0.135,1,1,1,-5.475,2.423,5,6,4.941
1,-2.475,-0.778,-0.033,0.475,-1.224,-1.909,1.178,1,0,0,-6.153,-2.475,5,1,4.737
0,-1.697,0.479,-0.664,-0.303,0.616,-1.004,-1.524,0,0,1,-1.697,2.666,5,7,4.977
0,-4.34,-1.007,0.942,-0.862,0.593,0.677,0.594,0,0,1,-4.34,0.24,5,5,4.918
0,-0.116,0.31,-0.164,-1.574,1.356,1.152,0.333,1,0,0,-0.116,7.326,5,4,4.883
0,-4.017,0.479,0.79,-0.666,-0.838,-1.733,1.063,0,0,0,-4.017,0.166,5,3,4.807
0,1.1,-0.144,-2.007,0.562,1.005,0.601,-0.304,0,0,0,1.1,6.974,5,8,5.046
1,2.558,-0.557,-0.632,1.882,0.917,0.342,0.37,1,0,0,0,2.558,5,4,4.871
1,-0.766,2.202,1.124,0.133,-0.147,-0.035,0.267,0,0,1,-4.816,-0.766,5,6,4.944
1,0.505,0.304,-0.826,-1.525,-1.261,-0.626,-0.543,1,0,0,-5.393,0.505,5,2,4.789
1,0.345,-0.608,0.977,0.618,-0.254,-0.856,1.208,1,1,1,-6.264,0.345,5,5,4.919
0,2.682,-0.004,-1.747,-1.157,1.667,0.152,1.16,1,0,1,2.682,10.205,5,1,4.61
1,4.374,-0.306,-0.808,-0.154,0.722,1.206,0.7,1,0,1,0.543,4.374,5,5,4.916
0,0.723,0.072,-0.505,0.402,0.594,-1.489,1.587,0,0,1,0.723,4.099,5,5,4.924
1,-0.852,-0.59,-1.53,0.522,-2.885,-1.05,0.558,0,0,0,-5.152,-0.852,5,2,4.758
1,-0.636,-1.467,0.207,0.2,0.016,1.638,-1.277,0,1,1,-5.257,-0.636,5,7,4.96
1,2.62,0.358,-0.565,-0.325,0.615,-1.207,-0.573,0,0,0,-1.756,2.62,5,6,4.942
0,-6.33,1.526,-0.563,-0.78,-1.135,-2.626,-1.225,1,0,1,-6.33,0.036,5,6,4.949
1,0.152,2.542,-0.287,0.982,-0.476,0.017,-0.473,1,1,0,-6.064,0.152,5,8,5.032
1,0.106,1.196,1.169,-0.626,0.316,0.344,-0.62,0,0,0,-5.154,0.106,5,8,5.028
0,-6.701,-0.036,2.022,-1.426,0.164,0.013,0.042,1,0,0,-6.701,0.373,5,2,4.791
0,-1.893,0.809,-0.266,0.123,0.958,-0.873,-0.911,0,0,0,-1.893,3.032,5,10,5.189
0,-3.208,-0.867,-0.079,-0.576,-0.131,0.343,0.158,0,0,0,-3.208,-0.117,5,3,4.815
1,0.738,0.016,-0.26,0.099,-0.047,-0.177,-0.655,1,0,1,-3.539,0.738,5,3,4.81
1,2.804,0.335,0.651,1.126,1.083,0.921,1.767,0,0,1,-2.263,2.804,5,9,5.058
0,-5.749,-1.003,0.955,0.082,0.056,0.301,0.717,1,1,0,-5.749,-0.687,5,4,4.886
1,-8.333,-0.395,3.624,0.144,-1.282,0.693,0.91,1,1,0,-13.457,-8.333,5,4,4.858
0,-3.559,0.374,-0.777,-0.647,-0.895,0.325,0.384,0,0,1,-3.559,1.773,5,4,4.865
1,9.983,-0.571,-2.531,0.829,0.773,0.408,1.682,0,1,0,3.602,9.983,5,9,5.062
1,6.069,0.746,-1.208,-0.035,0.767,0.76,-0.636,0,1,1,-0.535,6.069,5,10,5.318
1,3.479,1.245,-0.621,1.589,0.701,-2.287,-0.462,0,0,0,-1.581,3.479,5,9,5.114
0,-4.508,0.192,1.409,-0.296,0.539,0.518,1.432,1,1,0,-4.508,1.847,5,7,4.97
0,-4.798,-0.236,0.58,1.325,1.131,-1.347,-0.651,0,0,1,-4.798,1.491,5,9,5.091
0,-4.552,-1.439,0.245,-1.203,-0.438,0.363,-0.207,1,0,1,-4.552,-0.89,5,2,4.793
1,4.972,0.039,-0.683,-0.848,1.402,1.315,-0.393,0,0,0,1.166,4.972,5,6,4.947
1,-4.815,-1.704,1.358,0.327,-1.339,-0.448,-0.32,0,0,0,-12.201,-4.815,5,3,4.811
1,4.923,-1.052,-1.218,-1.46,0.764,-0.808,-0.279,0,0,0,0.505,4.923,5,6,4.949
1,0.653,0.006,-0.51,1.223,-0.396,-0.086,0.494,0,0,0,-4.368,0.653,5,3,4.805
0,-7.085,-0.598,2.586,-0.171,0.707,1.585,-0.177,0,0,1,-7.085,-3.393,5,6,4.948
1,2.031,-0.675,-0.739,-0.327,-0.116,0.101,-0.506,1,1,0,-2.217,2.031,5,5,4.907
0,-2.871,-0.605,-0.834,0.459,-0.481,0.149,1.343,0,0,0,-2.871,2.501,5,3,4.813
0,-5.139,0.223,-0.213,-0.425,0.049,-0.546,-0.215,0,0,1,-5.139,2.115,5,4,4.866
1,1.251,-0.739,0.053,0.561,0.311,-0.528,-0.18,1,1,0,-3.595,1.251,5,5,4.912
1,4.416,0.642,-0.809,0.44,-0.004,-0.14,-0.1,0,0,1,-0.496,4.416,5,8,5.023
0,-2.088,-1.369,-0.935,0.594,-0.195,-1.589,0.713,1,0,1,-2.088,0.741,5,3,4.805
1,1.515,0.658,-0.806,0.683,-0.89,1.234,-0.074,0,0,1,-4.794,1.515,5,8,5.018
1,-0.256,-0.084,2.33,-0.975,1.198,-0.335,-0.038,1,0,0,-4.516,-0.256,5,7,4.993
1,0.053,-1.267,-0.324,1.516,0.047,-2.001,-0.682,1,1,1,-5.629,0.053,5,7,4.97
0,-7.351,-1.017,1.71,0.079,0.262,-0.017,-0.324,0,1,1,-7.351,-3.899,5,8,5.016
0,-4.295,1.32,2.283,-0.31,1.34,-0.241,0.06,0,1,0,-4.295,1.97,5,10,5.283
0,-2.457,-0.73,0.627,0.147,1.702,-1.792,-0.589,0,0,1,-2.457,3.044,5,1,4.656
0,0.778,-1.996,0.091,-1.561,1.551,2.05,0.531,1,0,0,0.778,3.616,5,1,4.438
0,-6.83,-1.177,0.236,-0.246,-0.322,-1.117,-1.518,0,0,0,-6.83,-1.9,5,3,4.813
0,-1.338,1.449,0.138,-0.523,0.662,-1.354,0.307,0,0,1,-1.338,5.002,5,9,5.066
0,-5.739,-0.274,0.823,2.486,1.64,0.451,-1.536,0,1,1,-5.739,-1.047,5,2,4.801
1,-3.006,-0.05,-0.021,1.725,-1.318,1.033,-0.301,1,1,1,-7.723,-3.006,5,6,4.95
1,-4.345,-0.126,0.585,0.394,-1.365,-0.196,-0.528,0,0,1,-8.934,-4.345,5,4,4.861
1,2.929,-0.219,-1.268,-0.397,0.123,0.227,-0.652,1,0,1,-1.548,2.929,5,3,4.82
1,2.911,-0.202,-1.737,0.759,-0.592,-1.102,-0.057,0,0,1,-2.073,2.911,5,4,4.865
0,-2.434,0.372,0.197,-0.133,2.178,0.955,-1.914,1,1,0,-2.434,4.151,5,1,4.656
0,-4.396,-0.308,1.025,0.345,1.253,0.313,1.177,0,1,1,-4.396,4.457,5,10,5.215
1,-5.591,-0.24,0.645,-1.242,-2.677,0.101,-1.665,0,1,1,-10.905,-5.591,5,6,4.934
1,-0.995,-0.162,-0.742,2.478,-1.666,0.748,-0.464,0,0,1,-6.898,-0.995,5,2,4.775
0,-1.902,-1.052,-2.247,1.47,0.842,0.999,-1.116,0,0,1,-1.902,4.281,5,8,5.029
0,-1.514,0.193,-1.512,0.196,0.386,-0.733,-0.751,1,1,0,-1.514,3.421,5,6,4.939
1,10.192,1.021,-1.864,-0.04,2.138,0.481,2.087,0,0,1,6.853,10.192,5,4,4.845
0,-6.237,-1.407,1.544,-0.873,0.213,-0.989,0.017,0,1,0,-6.237,-0.606,5,7,4.967
0,-1.699,-0.629,0.522,-0.02,1.841,2.23,-1.286,1,0,1,-1.699,2.474,5,1,4.56
1,-1.636,0.138,-0.199,-0.143,-1.962,0.457,-1.641,0,1,1,-8.073,-1.636,5,7,4.997
0,-2.63,0.915,-1.209,0.045,-1.066,-0.036,0.45,0,0,0,-2.63,3.469,5,7,4.994
1,1.957,-0.87,-0.422,0.478,0.166,-0.49,-0.019,0,1,0,-3.476,1.957,5,6,4.958
0,-5.07,-1.543,0.087,0.525,-0.489,-0.221,-0.318,1,0,1,-5.07,-1.618,5,2,4.793
1,-0.226,0.047,-1.016,1.986,-0.804,-1.101,-0.929,1,1,1,-7.273,-0.226,5,7,4.989
1,-4.624,-0.431,1.045,0.365,-1.183,0.063,-1.487,0,0,0,-8.834,-4.624,5,3,4.829
1,1.041,-0.886,-0.807,0.278,-0.539,0.584,-1.075,1,0,0,-6.171,1.041,5,2,4.77
0,-3.786,2.056,-0.669,-0.416,-1.557,-0.513,1,1,1,1,-3.786,1.537,5,8,5.033
0,-8.39,0.026,1.038,0.187,-0.672,-0.813,-0.621,1,0,1,-8.39,-5.042,5,3,4.805
0,-1.08,1.578,-0.338,-0.977,0.914,-1.629,-1.384,0,0,1,-1.08,6.146,5,10,5.124
1,6.426,0.929,-1.416,-0.591,-0.767,0.569,1.869,1,1,1,1.027,6.426,5,9,5.107
1,3.514,-0.088,0.307,0.927,0.92,0.334,0.425,1,1,1,-3.39,3.514,5,9,5.09
0,-2.407,-0.654,-0.663,-0.501,0.329,-0.211,-0.239,1,1,0,-2.407,1.971,5,5,4.923
0,-0.612,-1.351,-0.259,0.058,0.398,-0.551,1.058,0,0,1,-0.612,2.628,5,5,4.908
1,-0.448,0.295,-1.064,-0.365,-2.148,0.258,0.886,1,1,1,-4.916,-0.448,5,5,4.909
1,-2.019,0.881,0.197,0.12,-1.915,-1.375,-0.619,1,0,1,-7.668,-2.019,5,7,4.968
0,4.253,2.064,-2.229,-0.656,0.142,-1.473,2.206,1,1,0,4.253,9.878,5,9,5.096
0,5.188,2.429,-1.866,0.943,1.751,-1.445,-0.255,1,1,1,5.188,6.957,5,3,4.842
0,-7.619,1.602,1.378,0.241,0.946,-0.361,-1.424,1,1,1,-7.619,-1.506,5,10,5.286
1,-1.445,-1.444,0.661,0.175,-0.114,0.791,-0.144,0,1,0,-7.378,-1.445,5,6,4.954
0,-1.926,-0.402,-0.128,-1.029,1.271,0.715,0.208,0,0,0,-1.926,5.117,5,8,5.017
1,1.839,-0.271,0.263,0.524,-0.135,-0.565,2.308,1,1,1,-2.241,1.839,5,7,4.96
1,2.296,2.955,-0.319,-0.31,-0.01,1.418,0.106,0,1,1,-2.051,2.296,5,8,5.049
1,-1.264,-0.682,1.479,2.272,1.53,-1.146,0.457,1,1,0,-4.109,-1.264,5,1,4.641
1,-3.026,-0.106,-0.067,2.013,-1.189,-0.493,-0.077,1,1,0,-7.532,-3.026,5,4,4.885
0,-5.137,-1.357,-0.247,0.255,-0.146,-0.733,-0.334,0,1,0,-5.137,-0.246,5,6,4.957
0,-6.561,0.131,1.141,-1.063,-0.865,0.159,-0.035,1,1,1,-6.561,-2.592,5,6,4.95
0,-6.632,1.413,1.076,0.779,-0.544,-1.751,0.788,1,0,0,-6.632,-1.03,5,6,4.937
1,-0.431,-0.805,-0.097,0.567,-1.627,1.185,2.075,1,0,1,-6.199,-0.431,5,2,4.787
0,-3.344,-0.354,0.697,-0.61,0.121,1.207,1.027,1,0,0,-3.344,0.42,5,1,4.747
1,2.536,-0.725,-0.153,1.511,0.981,0.978,1.208,1,1,0,-1.6,2.536,5,8,5.038
1,-1.555,0.798,0.38,-0.442,-0.087,-0.082,-1.231,0,0,0,-7.607,-1.555,5,7,4.991
0,-2.068,0.062,-0.696,-0.956,-0.297,1.156,0.984,1,1,0,-2.068,1.792,5,4,4.884
0,-4.199,0.42,0.275,0.945,0.614,0.487,0.22,0,1,0,-4.199,3.773,5,9,5.056
1,5.734,1.94,-0.61,0.251,1.35,0.959,-1.467,0,1,1,-0.211,5.734,5,10,5.252
0,-0.95,0.257,-0.17,-1.322,0.988,0.178,0.521,1,1,1,-0.95,4.376,5,10,5.167
0,-1.001,0.263,-0.457,-0.634,0.8,0.292,-0.159,0,0,1,-1.001,3.734,5,8,5.003
1,3.879,2.091,2.294,-0.676,1.413,-2.113,1.465,0,0,1,-2.287,3.879,5,10,5.151
1,-1.772,-0.447,0.136,-0.937,-0.989,-0.538,-0.766,0,1,1,-7.554,-1.772,5,8,5.014
1,1.099,-0.104,-0.386,0.826,-0.063,1.014,-0.43,0,1,1,-4.822,1.099,5,7,4.997
0,-4.377,-0.445,1.2,-0.054,0.942,0.101,-0.926,1,0,1,-4.377,0.076,5,8,5.037
0,-6.728,0.434,-0.055,2.193,-0.594,-1.219,-0.177,0,1,0,-6.728,0.694,5,6,4.938
0,-3.76,-0.508,0.232,0.615,0.717,-0.958,0.402,1,0,0,-3.76,2.045,5,4,4.866
1,2.46,0.725,-0.672,1.326,0.085,-0.556,-0.732,0,1,0,-5.575,2.46,5,9,5.109
1,4.485,0.448,0.011,1.052,1.035,2.122,0.83,1,1,1,-1.574,4.485,5,9,5.107
1,-9.708,-1.325,2.328,-0.116,-1.847,-0.18,-1.208,0,0,0,-13.132,-9.708,5,3,4.834
1,-0.414,-0.919,0.06,0.232,0.331,-0.645,-1.048,0,0,1,-5.539,-0.414,5,4,4.881
0,1.225,-0.722,-1.447,1.458,1.022,-2.093,1.441,1,0,1,1.225,7.059,5,9,5.057
0,-8.487,-0.871,2.2,0.175,0.551,-1.902,-1.016,1,0,0,-8.487,-3.72,5,4,4.866
0,-6.056,-0.108,2.327,-0.553,1.441,1.222,0.412,1,1,1,-6.056,-2.524,5,10,5.122
0,-0.874,1.67,-0.464,0.586,-0.074,-0.851,-0.381,1,0,0,-0.874,3.377,5,6,4.949
1,2.7,-0.907,-1.226,-0.045,-0.113,1.621,0.409,1,0,1,-0.447,2.7,5,2,4.76
1,4.246,-0.86,0.143,0.567,0.856,-0.329,1.689,1,1,1,-1.666,4.246,5,9,5.065
1,5.78,1.529,-0.53,0.695,-0.186,-2.326,1.587,1,0,0,-1.952,5.78,5,7,4.961
1,1.719,-0.329,0.338,1.24,1.428,2.193,-0.331,0,1,0,-3.721,1.719,5,8,5.001
0,-0.361,-0.655,0.11,-0.07,2.082,-1.082,-2.285,0,1,0,-0.361,3.353,5,1,4.501
0,-6.353,-1.201,1.512,-0.235,-0.567,-0.506,2.498,1,1,1,-6.353,1.078,5,7,4.99
1,-2.324,-0.427,0.01,1.569,-1.088,0.096,0.667,1,1,0,-6.535,-2.324,5,4,4.855
0,-1.189,-0.222,-0.163,0.387,1.321,-0.12,0.541,0,0,1,-1.189,4.426,5,9,5.079
0,-3.337,0.802,0.716,-0.613,0.718,-1.519,-0.013,0,1,0,-3.337,-0.087,5,10,5.23
1,1.422,0.12,0.685,-0.148,0.72,-1.511,0.51,1,0,0,-2.18,1.422,5,4,4.874
0,-6.495,-1.193,-0.053,-0.352,-0.965,1.396,-0.164,1,1,1,-6.495,-2.269,5,6,4.933
0,-7.66,1.495,2.786,-0.539,0.166,-0.708,0.421,1,0,0,-7.66,-1.745,5,6,4.953
0,0.833,-1.107,-0.762,-1.624,1.06,0.828,-0.4,1,0,1,0.833,4.894,5,8,5.046
1,2.495,1.729,-1.027,0.997,-0.366,1.708,-1.37,1,0,0,-3.495,2.495,5,5,4.892
0,-0.469,-1.571,-1.4,-1.659,0.34,-0.779,0.988,0,1,1,-0.469,4.2,5,8,5.03
1,0.676,0.932,-1.311,0.708,-2.316,-0.707,1.52,0,1,1,-4.424,0.676,5,10,5.129
0,0.403,0.196,-0.981,-1.721,1.188,-1.993,-0.309,1,0,1,0.403,5.635,5,9,5.067
1,-1.678,1.095,-0.604,-1.947,-1.39,1.9,-1.253,1,0,1,-4.568,-1.678,5,3,4.831
1,-1.481,0.087,0.275,-0.924,-1.586,-0.756,0.642,0,0,1,-7.249,-1.481,5,4,4.847
0,-1.279,0.61,-0.202,0.416,1.303,-0.378,-0.045,0,1,0,-1.279,3.196,5,10,5.313
1,-2.504,-0.728,0.543,1.159,0.737,-1.364,-1.733,0,0,0,-5.688,-2.504,5,5,4.91
1,2.941,0.686,-1.627,0.957,-0.571,0.742,0.002,0,1,0,-2.824,2.941,5,9,5.118
0,2.551,1.379,-2.37,-1.501,-0.42,1.611,-0.63,0,0,1,2.551,5.943,5,6,4.939
1,4.871,0.27,-0.863,0.616,0.896,0.227,-0.341,0,1,0,-0.727,4.871,5,9,5.099
0,-3.354,0.25,0.371,0.087,1.091,-0.401,-1.157,0,1,1,-3.354,0.945,5,10,5.239
1,2.429,-0.097,0.279,0.293,-0.052,-1.67,1.803,1,0,1,-2.351,2.429,5,2,4.797
0,-4.661,-0.3,-0.063,-1.186,-0.67,1.491,-0.331,1,1,0,-4.661,0.841,5,4,4.883
0,-8.012,-2.344,0.754,-1.103,-0.4,0.691,-1.606,0,0,1,-8.012,-3.021,5,2,4.781
0,-4.567,0.052,0.678,1.329,0.434,-0.041,0.197,0,0,0,-4.567,0.248,5,4,4.866
1,0.225,-2.564,-1.038,0.163,-0.188,1.204,0.263,1,0,1,-3.209,0.225,5,1,4.734
1,-0.478,-1.901,-1.086,0.798,-0.994,1.299,-0.986,0,1,0,-4.113,-0.478,5,6,4.939
1,0.71,1.264,-1.683,0.023,-0.922,-0.462,-2.889,0,1,1,-3.388,0.71,5,2,4.79
1,0.494,0.024,-0.028,-0.245,-0.023,-1.226,-0.64,0,1,0,-5.432,0.494,5,7,4.967
0,-2.697,1.957,0.974,-2.415,-0.011,0.963,0.571,1,0,1,-2.697,1.982,5,1,4.711
1,-2.296,-0.163,0.545,1.264,-0.5,0.693,-0.06,1,1,1,-7.481,-2.296,5,6,4.944
1,0.483,0.32,0.14,1.93,-0.182,-0.501,-0.098,0,1,1,-6.615,0.483,5,8,5.032
1,-0.253,-0.668,0.641,1.636,0.19,3.154,0.561,0,0,0,-6.126,-0.253,5,2,4.784
0,-6.165,0.764,1.238,0.303,0.503,-2.549,-1.186,1,1,1,-6.165,-1.368,5,10,5.206
0,-0.601,0.846,0.567,1.519,1.674,-0.008,1.097,1,1,0,-0.601,6.146,5,2,4.798
0,4.603,1.296,-1.348,0.962,2.547,1.139,-0.005,0,0,0,4.603,8.687,5,2,4.756
1,3.877,-1.683,-0.723,0.407,0.522,1.482,0.707,1,0,1,-2.744,3.877,5,4,4.858
1,-0.598,-0.418,-0.096,1.018,-0.892,0.976,1.034,1,0,0,-5.924,-0.598,5,1,4.741
0,-2.28,-1.294,-0.626,-0.043,0.728,0.148,0.223,0,1,0,-2.28,3.276,5,9,5.065
0,-5.637,-0.972,-0.752,-1.907,-1.159,0.789,-0.879,1,1,0,-5.637,0.298,5,2,4.803
