trt,Y,X1,X2,X3,X4,X5,X6,E1,E2,E3,Y0,Y1,trueGrp,estGrp,mmt
1,-4.54,1.425,1.22,-0.679,-0.009,0.669,-0.188,1,0,1,-8.269,-4.54,2,3,2.111
1,1.914,1.458,-0.317,0.133,-1.481,2.315,-0.352,0,1,0,-7.777,1.914,9,8,8.859
1,-1.877,-0.695,1.718,-1.442,-0.359,1.476,0.458,0,0,0,-7.696,-1.877,5,5,5.22
0,-0.582,-0.364,-0.008,-0.276,2.514,-0.074,-0.318,1,0,0,-0.582,6.101,6,8,6.395
0,-0.73,1.304,-0.616,-0.201,0.363,0.119,-0.646,0,0,0,-0.73,4.863,5,5,5.103
1,7.704,-0.786,-0.972,0.394,-0.457,1.296,0.999,1,1,0,-2.558,7.704,10,10,10.147
1,4.057,-1.127,-1.058,0.742,-0.544,0.173,-1.351,0,1,0,-7.682,4.057,9,8,9.08
1,-2.959,-0.1,0.293,0.036,-0.333,0.222,-0.391,1,1,1,-8.374,-2.959,6,6,6.008
1,-12.436,-1.761,0.768,0.781,-1.69,-0.503,-1.342,1,0,1,-17.025,-12.436,2,2,1.954
1,-1.24,-0.675,0.092,-2.013,-0.79,-0.565,0.721,1,1,1,-6.693,-1.24,6,6,5.995
1,0.673,0.026,-1.825,0.354,-0.837,0.075,0.167,1,1,1,-3.354,0.673,6,6,6.051
1,7.36,0.483,-1.097,-0.042,0.201,-0.425,0.428,0,1,0,-0.023,7.36,9,8,9.099
0,-7.443,-0.287,0.91,-1.539,-0.152,-0.877,-0.607,1,1,1,-7.443,-3.011,6,6,6.074
1,-9.592,0.234,1.068,0.236,-0.273,0.803,-1.887,0,0,1,-10.218,-9.592,1,1,0.975
1,-5.737,-0.861,0.419,-0.124,0.221,1.259,0.319,0,0,1,-8.179,-5.737,1,1,1.06
0,-5.389,-1.014,-0.054,-0.803,1.205,-0.335,-1.486,0,0,1,-5.389,-3.058,1,2,1.106
0,-5.068,-0.372,0.51,1.167,0.835,-0.497,-0.186,1,0,0,-5.068,-1.436,6,7,6.243
0,-3.997,-2.847,-0.484,0.421,0.714,1.21,-2.213,0,1,0,-3.997,3.151,9,8,8.974
1,-7.588,-0.129,0.983,-0.046,-3.045,-0.067,0.618,1,1,1,-14.808,-7.588,6,5,5.856
1,3.284,-0.701,-0.671,-0.273,0.568,0.252,0.18,1,0,0,-1.532,3.284,6,7,6.206
1,9.351,-1.603,-0.782,-1.229,0.841,-0.606,0.494,0,1,0,0.349,9.351,9,9,9.188
1,-5.276,-1.931,0.555,0.75,-1.434,0.969,-0.675,1,0,0,-11.77,-5.276,6,7,6.131
1,1.834,1.079,1.542,0.826,-0.655,0.305,1.284,0,1,0,-7.211,1.834,9,9,9.148
1,1.029,0.858,-1.276,-0.336,-0.796,-0.167,0.197,0,1,1,-4.154,1.029,5,3,4.817
0,-2.516,0.063,-0.156,-0.09,1.574,-0.264,0.798,0,0,1,-2.516,-1.095,1,1,1.02
1,0.862,-2.397,-1.638,0.225,-0.102,1.526,0.311,0,1,1,-3.964,0.862,5,4,5.056
1,3.259,-0.692,0.954,0.694,0.856,-1.174,0.562,1,0,0,-6.109,3.259,6,8,6.266
0,-4.828,0.89,0.766,-0.73,1.044,0.362,-1.731,1,1,0,-4.828,4.642,10,10,10.246
1,3.507,0.022,0.619,0.752,-0.184,-1.345,0.244,1,1,0,-7.09,3.507,10,9,10.123
0,-6.114,0.365,0.851,-0.73,0.768,-0.961,0.333,1,1,1,-6.114,-0.559,6,7,6.1
1,-4.593,0.656,-0.099,0.965,-0.34,-2.067,0.877,1,0,1,-6.561,-4.593,2,2,1.953
1,-3.091,-0.522,0.423,1.655,-0.433,-0.538,-0.215,1,1,1,-10.727,-3.091,6,6,5.973
0,-3.194,0.145,-1.17,0.122,0.108,-0.048,0.147,1,0,0,-3.194,4.306,6,7,6.144
1,4.1,-0.421,0.519,1.838,0.394,0.588,0.074,0,1,0,-6.159,4.1,9,9,9.141
0,-2.75,1.391,0.763,-0.843,1.344,1.485,1.208,1,0,1,-2.75,-2.975,2,3,2.178
0,-4.752,-2.513,-0.744,-0.064,0.592,-0.206,0.576,0,0,1,-4.752,-2.198,1,1,1.008
1,-0.364,0.165,0.136,0.86,-0.401,1.645,-1.087,1,0,0,-8.197,-0.364,6,6,6.058
0,2.351,-0.131,-0.74,-0.672,1.636,1.882,2.382,1,1,0,2.351,13.456,10,9,10.13
1,-3.371,0.399,-1.528,0.303,-0.866,0.252,0.07,0,0,1,-2.428,-3.371,1,1,0.955
0,-1.979,-1.18,-0.034,-0.079,1.514,-0.287,-0.726,0,1,1,-1.979,-0.423,5,4,5.071
0,-0.212,0.699,-1.379,0.386,0.845,0.359,0.984,1,0,1,-0.212,0.56,2,2,2.048
0,-2.808,-0.743,-2.348,-0.901,0.235,0.778,1.097,1,1,1,-2.808,6.658,6,8,6.295
1,-1.139,-1.516,-1.649,-0.596,0.422,0.615,-0.111,1,0,1,-4.425,-1.139,2,3,2.246
0,-2.394,0.276,-1.051,0.12,0,-0.144,0.302,0,0,0,-2.394,5.6,5,4,5.053
0,-4.673,0.191,0.571,-0.34,-0.07,-0.152,0.028,0,0,0,-4.673,0.484,5,5,5.099
0,-5.66,-0.485,1.202,-1.45,0.033,0.136,1.158,1,0,0,-5.66,1.36,6,8,6.323
0,-5.085,0.422,-1.255,-0.862,0.664,0.435,-2.725,1,0,1,-5.085,-2.011,2,2,1.938
1,0.989,2.26,0.617,-0.113,-0.728,0.381,0.864,0,0,0,-3.798,0.989,5,3,4.863
0,-10.394,-0.234,1.217,0.969,0.402,-0.187,-2.019,0,1,1,-10.394,-5.183,5,4,4.994
1,0.364,-0.75,-0.371,0.283,0.625,-0.842,-0.545,0,1,1,-4.966,0.364,5,4,4.973
0,-0.287,1.714,-1.844,-1.9,-0.429,0.244,-0.091,0,1,1,-0.287,3.399,5,4,4.949
0,-13.507,-1.047,1.889,0.782,-0.006,1.197,0.257,1,0,1,-13.507,-5.787,2,3,2.113
1,1.087,0.426,-0.298,0.638,-0.175,0.289,0.652,0,0,0,-2.01,1.087,5,4,5.049
1,6.057,0.384,0.023,0.227,0.285,1.333,-0.506,1,1,0,-4.779,6.057,10,10,10.202
0,4.246,-1.356,-0.57,-1.207,1.84,-1.047,1.97,1,0,0,4.246,9.316,6,8,6.337
1,-5.82,-0.663,0.069,-1.024,-1.051,-0.525,0.575,1,0,1,-7.019,-5.82,2,2,2.021
1,-7.602,0.266,0.689,-0.752,-1.203,1.226,0.45,0,0,1,-8.33,-7.602,1,1,0.904
0,-8.823,-0.348,-0.521,-1.425,0.41,1.122,-1.395,1,0,1,-8.823,-3.913,2,3,2.105
0,-2.178,-0.671,-0.493,0.125,0.106,-1.134,-0.298,0,1,0,-2.178,5.073,9,8,9.095
1,0.336,-0.132,0.656,2.694,-0.583,1.011,-1.761,1,1,0,-10.061,0.336,10,9,10.1
0,-3.052,0.008,1.808,0.199,2.177,0.051,2.967,0,1,1,-3.052,1.735,5,5,5.212
0,-0.157,-1.257,-0.223,-0.374,3.107,0.055,-1.433,1,1,0,-0.157,10.741,10,10,10.33
0,-1.104,1.637,-0.301,-2.636,0.119,-1.217,-0.327,1,1,0,-1.104,9.526,10,9,9.985
1,-2.612,-0.449,-0.277,1.622,-1.306,-0.497,-0.054,1,0,0,-8.276,-2.612,6,6,6.078
0,-4.218,0.615,0.005,-0.775,0.62,0.083,0.031,1,0,1,-4.218,-2.556,2,3,2.115
0,-6.656,0.203,0.35,-1.525,-0.591,-0.128,0.239,1,1,1,-6.656,-3.627,6,6,5.988
1,-5.067,0.943,0.855,-0.496,-0.121,0.241,0.172,1,0,1,-6.74,-5.067,2,2,2.053
0,-3.385,0.395,-0.724,0.237,-1.249,2.228,0.274,0,0,0,-3.385,-0.102,5,4,4.942
0,-10.816,-1.172,2.304,0.67,0.385,-0.237,1.329,1,0,0,-10.816,-1.418,6,8,6.344
1,-2.486,0.667,0.315,-1.767,-0.806,-0.423,-0.397,1,1,1,-8.246,-2.486,6,6,5.963
0,-2.102,-0.297,0.296,-0.787,0.049,-1.961,1.93,0,1,0,-2.102,7.558,9,9,9.192
0,-5.704,-1.415,0.817,-1.151,0.456,1.403,1.388,0,1,1,-5.704,-1.07,5,5,5.13
0,-7.263,-1.776,0.066,-3.448,-1.827,0.828,0.303,0,1,1,-7.263,-3.185,5,3,4.813
0,-5.71,0.516,1.396,-0.786,-0.528,-0.445,1.866,1,1,0,-5.71,3.504,10,10,10.276
1,5.055,-1.089,-0.557,-0.537,-0.499,0.457,-0.64,1,1,0,-5.877,5.055,10,10,10.145
1,4.728,0.216,-0.373,1.235,-0.014,0.727,-0.967,0,1,0,-3.677,4.728,9,8,9.043
0,6.098,-0.174,-1.024,-0.39,2.917,0.503,1.737,0,1,0,6.098,13.903,9,9,9.294
1,-9.371,-0.418,0.693,0.462,-1.054,-1.918,-0.581,0,0,1,-11.218,-9.371,1,1,0.875
0,-6.315,0.295,1.243,0.479,0.66,-2.434,-0.526,1,0,0,-6.315,-1.433,6,7,6.215
1,4.328,-0.037,-1.971,-0.893,-0.556,1.769,0.531,0,1,1,-1.837,4.328,5,4,5.031
0,-8.19,0.335,1.065,-1.378,-1.169,-0.319,0.431,1,1,0,-8.19,2.652,10,10,10.201
0,-9.899,-0.813,1.153,-1.943,-0.758,-1.457,-0.2,1,0,0,-9.899,-3.847,6,7,6.193
0,-8.038,0.753,0.714,-1.445,-0.969,-1.974,-1.006,0,1,0,-8.038,2.623,9,8,9.07
0,-7.941,0.762,0.345,-0.521,0.576,0.358,-1.365,1,1,1,-7.941,-3.878,6,6,6.086
0,-3.763,-0.597,0.452,1.756,0.77,-0.468,0.075,0,1,0,-3.763,3.394,9,9,9.174
0,-1.835,1.368,-0.625,0.133,0.924,-0.862,0.111,0,1,1,-1.835,2.589,5,4,4.941
1,-2.193,-0.2,-0.839,-1.348,-2.537,-0.424,-0.02,1,0,0,-9.764,-2.193,6,6,6.086
0,-6.809,0.473,-0.228,-0.151,-1.049,-0.571,0.678,1,1,1,-6.809,-2.592,6,6,5.875
0,-3.681,0.245,0.232,-0.169,1.301,0.141,-2.068,0,1,0,-3.681,4.577,9,8,9.057
1,-6.006,-0.622,1.045,-1.341,-2.085,-1.113,0.355,0,1,1,-11.03,-6.006,5,3,4.926
1,-1.76,0.943,-0.269,2.5,1.209,-0.745,-0.555,1,0,1,-4.765,-1.76,2,3,2.149
1,-4.633,0.98,1.961,1.843,-1.003,-0.341,1.194,1,0,0,-11.067,-4.633,6,7,6.155
1,-0.902,-0.032,0.229,-0.913,-0.84,0.475,-1.237,1,0,0,-7.709,-0.902,6,7,6.197
0,-6.928,0.361,1.721,-1.256,0.493,0.098,0.937,0,0,1,-6.928,-6.466,1,2,1.115
0,-4.672,-1.389,-0.652,-0.273,-0.171,-0.304,-0.22,0,1,0,-4.672,7.137,9,8,9.089
1,1.347,-0.054,-0.975,0.691,-0.663,-1.08,0.491,1,0,0,-5.993,1.347,6,7,6.105
0,-2.718,1.056,0.042,-0.341,0.345,1.017,1.511,0,1,0,-2.718,8.337,9,9,9.195
1,10.819,0.28,-1.14,1.067,1.595,1.343,0.42,1,1,0,2.793,10.819,10,10,10.194
0,-9.151,-0.074,2.03,-0.271,-0.354,0.834,0.179,0,0,0,-9.151,-4.652,5,5,5.148
0,-3.578,-1.282,0.35,0.166,0.966,1.327,0.655,1,1,0,-3.578,6.072,10,10,10.263
1,5.214,-0.722,-0.9,0.457,-1.569,0.201,0.57,0,1,0,-4.967,5.214,9,8,9.013
1,-0.704,-1.944,1.315,0.587,0.245,1.577,0.975,0,0,0,-6.066,-0.704,5,5,5.247
0,-6.984,0.061,0.513,-0.067,0.258,-1.258,-1.508,1,1,0,-6.984,3.232,10,10,10.175
0,-4.243,-1.009,-1.001,0.462,-0.22,1.439,-0.1,0,0,0,-4.243,1.819,5,4,5.089
1,3.651,-0.351,0.187,1.413,0.669,-0.005,-0.994,0,1,0,-3.194,3.651,9,9,9.171
1,3.922,0.457,0.47,1.544,1.334,1.535,-1.275,0,1,0,-3.334,3.922,9,9,9.182
0,-12.524,-0.294,0.744,-0.895,-2.079,0.829,-0.523,1,0,1,-12.524,-10.232,2,2,1.973
1,-5.25,-0.033,0.76,1.7,0.524,0.423,-0.085,1,0,1,-8.609,-5.25,2,3,2.086
0,-4.58,-0.384,-1.004,-0.072,1.6,-1.394,-1.027,1,0,1,-4.58,-1.11,2,2,2.053
1,0.815,0.207,-1.815,0.797,0.471,-0.869,0.52,1,0,1,-2.615,0.815,2,3,2.201
0,1.496,0.861,-0.306,-3.007,0.552,-0.368,0.538,0,0,0,1.496,5.417,5,4,5.041
1,3.807,2.276,0.138,-1.78,-0.583,1.006,-0.595,0,1,0,-3.967,3.807,9,8,8.864
0,-4.344,-0.559,1.311,-1.846,1.37,-2.135,-0.902,0,0,0,-4.344,1.358,5,5,5.235
0,-8.668,-1.52,0.573,-1.05,-0.544,-0.196,-0.197,1,1,1,-8.668,-3.047,6,6,6.028
0,-6.081,0.367,1.807,-0.289,-0.253,0.677,0.931,0,1,0,-6.081,2.069,9,9,9.153
1,-2.33,-2.09,-0.455,-0.462,-1.261,0.997,0.093,0,0,0,-6.439,-2.33,5,4,5.052
0,-3.613,1.023,0.365,-0.049,0.362,0.721,-1.082,1,1,0,-3.613,3.475,10,10,10.221
1,1.661,-0.02,0.068,-0.527,-2.166,1.618,1.037,1,1,0,-7.346,1.661,10,9,10.102
0,-5.452,0.939,-0.093,-1.92,0.648,-0.103,-0.98,0,0,1,-5.452,-2.233,1,1,1.007
1,5.335,0.211,-1.089,0.135,-1.472,1.168,0.215,1,1,0,-5.219,5.335,10,9,10.04
0,-6.081,1.296,0.345,-0.297,0.677,-0.093,-0.174,0,0,1,-6.081,-3.847,1,1,1.02
0,-10.354,-0.633,1.434,-0.863,-0.61,0.095,0.704,1,1,0,-10.354,0.41,10,10,10.27
0,-2.734,-0.866,-0.718,2.017,1.611,0.367,-1.2,0,1,1,-2.734,2.15,5,4,5.003
0,-2.508,-0.443,0.018,0.697,0.781,-1.214,1.675,0,1,0,-2.508,5.752,9,9,9.218
0,-5.89,-1.713,-0.554,0.363,0.27,1.115,-0.937,0,0,1,-5.89,-5.043,1,1,1.009
1,5.792,-1.442,-0.761,-0.674,-0.516,0.85,-0.119,0,1,0,-4.065,5.792,9,8,9.113
1,-3.719,0.093,-0.55,0.496,-1.624,0.038,-2.081,1,0,0,-10.206,-3.719,6,6,5.92
1,5.1,-0.737,-1.031,0.52,0.928,-0.595,1.042,1,1,1,-2.336,5.1,6,6,6.059
0,-0.224,0.113,-0.431,0.149,1.389,-1.413,1.624,0,1,1,-0.224,6.34,5,4,5.006
0,-4.516,0.468,-0.597,0.908,0.651,0.368,-2.362,0,1,1,-4.516,-1.117,5,3,4.806
1,-2.821,3.268,-0.427,1.642,0.026,0.26,-1.218,1,0,1,-5.924,-2.821,2,2,1.909
0,-7.782,0.674,2.583,-0.216,0.642,0.267,-0.415,0,0,0,-7.782,-3.675,5,5,5.23
1,3.167,0.337,1.339,-0.015,-0.643,0.496,-0.677,1,1,0,-10.5,3.167,10,10,10.184
1,1.834,-0.717,-0.33,0.949,-0.667,-0.267,0.452,1,0,0,-6.21,1.834,6,7,6.14
1,6.129,0.952,-1.778,1.394,1.612,-1.43,0.638,1,1,1,0.049,6.129,6,7,6.156
0,0.461,0.429,-0.177,1.34,1.731,0.486,1.527,1,0,0,0.461,7.903,6,7,6.25
0,-8,-1.458,1.592,-0.849,0.669,0.104,-0.07,1,0,1,-8,-5.7,2,3,2.199
1,4.679,0.476,-0.318,-2.525,-0.458,1.596,-0.327,0,1,0,-3.252,4.679,9,8,8.944
0,-6.629,0.162,1.088,-0.5,-0.049,-0.596,2.054,0,0,1,-6.629,-3.685,1,1,1.044
0,-9.869,-1.041,1.522,0.281,0.257,0.308,-0.475,1,1,1,-9.869,-5.633,6,7,6.136
1,0.572,0.161,-0.717,2.36,-0.194,0.352,-0.513,1,0,0,-7.297,0.572,6,7,6.172
0,-2.99,-0.821,0.286,-0.365,2.134,-0.212,-1.941,0,1,0,-2.99,7.744,9,9,9.316
1,-3.062,0.47,0.364,-0.073,-0.016,0.795,1.762,1,0,1,-5.901,-3.062,2,3,2.081
0,-8.194,-0.267,-0.742,0.359,-0.674,-0.448,-1.216,1,1,1,-8.194,-1.386,6,6,5.9
1,-3.361,-0.414,-0.623,1.357,-0.091,0.019,0.198,0,0,1,-5.806,-3.361,1,1,0.934
1,-4.043,0.674,-0.312,1.706,0.569,0.347,-0.785,1,0,1,-6.564,-4.043,2,2,2.022
0,-5.893,1.669,-0.376,0.115,-1.011,1.272,0.614,0,1,1,-5.893,-1.654,5,3,4.742
0,-5.037,-0.319,1.158,0.974,-0.716,0.279,0.182,0,0,0,-5.037,-3.744,5,5,5.133
0,0.547,-0.763,-0.508,0.222,1.12,1.485,0.715,0,0,0,0.547,4.258,5,5,5.162
0,-5.068,0.309,1.007,-1.186,0.293,-0.239,0.45,1,1,0,-5.068,3.609,10,10,10.272
0,-9.131,0.167,1.558,0.51,0.032,0.068,0.201,1,0,1,-9.131,-7.475,2,3,2.094
0,-1.551,-0.546,-0.353,-0.757,0.448,-0.197,-1.082,0,0,0,-1.551,0.203,5,5,5.169
1,2.989,0.939,0.146,0.744,0.847,-0.072,-0.749,1,0,0,-6.608,2.989,6,7,6.223
0,-3.377,1.26,-0.807,0.451,0.454,-0.665,1.234,1,0,1,-3.377,-0.554,2,2,2.047
1,-3.484,-0.05,-1.095,0.08,-0.781,0.453,0.302,1,0,1,-7.394,-3.484,2,2,1.914
1,5.608,1.716,0.45,1.853,1.493,-1.584,-1.365,1,1,0,-3.981,5.608,10,10,10.15
0,-3.402,1.737,0.507,-0.471,-0.33,-1.411,1.432,0,1,1,-3.402,-0.281,5,3,4.89
1,-4.847,0.024,-0.197,0.522,-0.218,0.411,0.9,1,0,1,-7.144,-4.847,2,2,1.994
1,-6.968,-0.532,0.093,0.909,-1.001,0.957,-1.37,0,1,1,-9.602,-6.968,5,3,4.899
0,-3.08,-1.24,-0.36,-1.032,0.922,-1.489,-0.732,1,1,1,-3.08,0.272,6,6,6.044
0,-2.219,-0.735,-0.817,-0.316,0.412,-0.635,-0.64,1,1,0,-2.219,7.271,10,10,10.196
1,-6,0.104,-0.594,-1.459,-1.224,-0.254,-0.138,0,0,1,-6.808,-6,1,1,0.853
0,-4.53,1.342,1.615,-0.475,0.089,-1.285,0.738,0,0,0,-4.53,0.016,5,5,5.18
1,0.376,1.024,-1.78,-1.326,-0.02,1.034,1.594,1,0,1,-0.663,0.376,2,3,2.207
0,-4.046,0.189,0.12,-0.345,1.074,0.963,0.234,1,1,1,-4.046,-0.681,6,6,6.072
1,-0.88,-0.015,-0.723,0.8,-0.955,2.069,2.174,1,1,1,-4.252,-0.88,6,5,5.792
0,-7.525,0.371,1.338,-2.045,0.166,-0.8,0.005,1,1,0,-7.525,3.562,10,10,10.244
